"Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","Screen","Reason","Comment","Screen.Name","Taxa"
"6KUMUEUH","journalArticle",2022,"Cai, T; Feng, YY; Wang, YA; Li, TT; Wang, JC; Li, W; Zhou, WH","The Differential Responses of Coastal Diatoms to Ocean Acidification and Warming: A Comparison Between Thalassiosira sp. and Nitzschia closterium f.minutissima","FRONTIERS IN MICROBIOLOGY",NA,"1664-302X","10.3389/fmicb.2022.851149",NA,"Marine diatoms are one of the marine phytoplankton functional groups, with high species diversity, playing important roles in the marine food web and carbon sequestration. In order to evaluate the species-specific responses of coastal diatoms to the combined effects of future ocean acidification (OA) and warming on the coastal diatoms, we conducted a semi-continuous incubation on the large centric diatom Thalassiosira sp. (similar to 30 mu m) and small pennate diatom Nitzschia closterium fminutissima (similar to 15 mu m). A full factorial combination of two temperature levels (15 and al-C) and pCO(2) (400 and 1,000 ppm) was examined. The results suggest that changes in temperature played a more important role in regulating the physiology of Thalassiosira sp. and N. closterium f.minutissima than CO2. For Thalassiosira sp., elevated temperature significantly reduced the cellular particulate organic carbon (POC), particulate organic nitrogen (PON), particulate organic phosphate (POP), biogenic silica (BSi), chlorophyll a (Chl a), and protein contents, and the C:N ratio. CO2 only had significant effects on the growth rate and the protein content. However, for the smaller pennate diatom N. closterium f.minutissima, the growth rate, POC production rate, and the C:P ratio significantly increased with an elevated temperature, whereas the cellular POP and BSi contents significantly decreased. CO2 had significant effects on the POC production rate, cellular BSi, POC, and PON contents, the C:P, Si:C, N:P, and Si:P ratios, and sinking rate. The interaction between OA and warming showed mostly antagonistic effects on the physiology of both species. Overall, by comparison between the two species, CO2 played a more significant role in regulating the growth rate and sinking rate of the large centric diatom Thalassiosira sp., whereas had more significant effects on the elemental compositions of the smaller pennate diatom N. closterium f. minutissima. These results suggest differential sensitivities of different diatom species with different sizes and morphology to the changes in CO2/temperature regimes and their interactions.","2022-06-21","2025-03-12 17:12:31","2025-03-12 17:12:31",NA,"",NA,"",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000886535600001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","6KUMUEUH","Diatoms"
"GDQ6WHFH","journalArticle",1999,"Gedde, AD","Thalassiosira andamanica sp. nov. (Bacillariophyceae), a new diatom from the Andaman Sea (Thailand)","JOURNAL OF PHYCOLOGY",NA,"0022-3646","10.1046/j.1529-8817.1999.3510198.x",NA,"A new marine diatom, Thalassiosira andamanica, is described from light and electron microscopy, The specimens were collected in the vicinity of Phuket Marine Biological Center, Thailand, and later brought into clonal culture, Thalassiosira andamanica possess a rimoportula with a pronounced outer extension, one marginal ring of fultoportulae, and three rings of fultoportulae on the valve face, Cells are united into colonies by a single thread secreted through a central fultoportula. Marginal fultoportulae extensions are shortest on the inside of the valve. The areolae are arranged in sectors, and the valve margin is ribbed with approximately 38 ribs in 10 mu m. The valvocopula and copula have rows of pores, four to six pores in 1 mu m. Apparently, the pleurae are hyaline, Experiments with a clonal culture isolated at Phuket, Thailand, showed that growth (cell divisions.24 h(-1)) was reduced for cultures grown at 14 degrees C compared to those gown at 19 degrees, 24 degrees, or 30 degrees C, The maximum growth rate (2.2 divisions.24 h(-1)) was at 30 degrees C. Thalassiosira andamanica is compared with morphologically similar taxa, On the basis of morphological features and the response to different temperature regimens, it is concluded that this taxon must be recognized as new warm-water species. In addition, T. andamanica does not clearly belong to any of the two subgroups of species of Thalassiosira, To accommodate the morphological characteristics of T, andamanica, the establishment of a possible third subgroup is discussed.","1999-02","2025-03-12 17:12:31","2025-03-12 17:12:31",NA,"198-205",NA,"1",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000078926400025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","GDQ6WHFH","Diatoms"
"RQEJ2PGF","journalArticle",2022,"Cheng, LM; Zhang, SF; Xie, ZX; Li, DX; Lin, L; Wang, MH; Wang, DZ","Metabolic Adaptation of a Globally Important Diatom following 700 Generations of Selection under a Warmer Temperature","ENVIRONMENTAL SCIENCE & TECHNOLOGY",NA,"0013-936X","10.1021/acs.est.1c08584",NA,"Diatoms, accounting for 40% of the marine primary production and 20% of global carbon dioxide fixation, are threatened by the ongoing ocean warming (OW). However, whether and how these ecologically important phytoplankton adapt to OW remains poorly unknown. Here, we experimentally examined the metabolic adaptation of a globally important diatom species Skeletonema dohrnii (S. dohrnii) to OW at two elevated temperatures (24 and 28 degrees C compared with 20 degrees C) under short-term (similar to 300 generations) and long-term (similar to 700 generations selection. Both warming levels significantly increased the cell growth rate but decreased the chlorophyll a content. The contents of particulate organic carbon (POC) and particulate organic nitrogen (PON) decreased significantly initially (i.e., until 300 generations) at two temperature treatments but completely recovered after 700 generations of selection, suggesting that S. dohrnii ultimately developed thermal adaptation. Proteomic analysis demonstrated that elevated temperatures upregulated energy metabolism via glycolysis, tricarboxylic acid cycle, and fatty acid oxidation as well as nitrogen acquisition and utilization, which in turn reduced substance storage because of trade-off in the 300th generation, thus decreasing POC and PON. Interestingly, populations at both elevated temperatures exhibited significant proteome plasticity in the 700th generation, as primarily demonstrated by the increased lipid catabolism and glucose accumulation, accounting for the recovery of POC and PON. Changes occurring in cells at the 300th and 700th generations demonstrate that S. dohrnii can adapt to the projected OW, and readjusting the energy metabolism is an important adaptive strategy.","2022-04-19","2025-03-12 17:12:31","2025-03-12 17:12:31",NA,"5247-5255",NA,"8",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000793137500055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","RQEJ2PGF","Diatoms"
"I52AHYPY","journalArticle",2018,"Jin, P; Agusti, S","Fast adaptation of tropical diatoms to increased warming with trade-offs","SCIENTIFIC REPORTS",NA,"2045-2322","10.1038/s41598-018-36091-y",NA,"Ocean warming with climate change is forcing marine organisms to shift their distributions polewards and phenology. In warm tropical seas, evolutionary adaptation by local species to warming will be crucial to avoid predicted desertification and reduction in diversity. However, little is known about the adaptation of phytoplankton in warm seas. Across the ocean, diatomic microalgae are the main primary producers in cold waters; they also contribute to tropical communities where they play a necessary role in the biological pump. Here we show that four species of diatoms isolated from the tropical Red Sea adapted to warming conditions (30 degrees C) after 200-600 generations by using various thermal strategies. Two of the warming adapted species increased their optimal growth temperature (T-opt) and maximum growth rate. The other two diatoms did not increase T-opt and growth, but shifted from specialist to generalist increasing their maximum critical thermal limit. Our data show that tropical diatoms can adapt to warming, although trade offs on photosynthetic efficiency, high irradiance stress, and lower growth rate could alter their competitive fitness. Our findings suggest that adaptive responses to warming among phytoplankton could help to arrest the sharp decline in diversity resulting from climate change that is predicted for tropical waters.","2018-12-11","2025-03-12 17:12:31","2025-03-12 17:12:31",NA,"",NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000452779600004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","I52AHYPY","Diatoms"
"JETXBGZL","journalArticle",2021,"Hania, A; Eichner, M; Norici, A; Prásil, O; Giordano, M","Does growth rate affect diatom compositional response to temperature?","PHYCOLOGIA",NA,"0031-8884","10.1080/00318884.2021.1956828",NA,"Temperature is one of the environmental factors that most strongly influence the life of microalgae, from the enzymatic level up to the modification of biosynthetic and degradation potential and, thus, cellular composition. When exposed to a change in environmental milieu two main responses can be attained by cells: acclimation or homoeostasis. Recent studies testing the impact of other environmental factors indicated that the choice between these strategies is related to growth rates, i.e. cells dividing at a faster rate showed inclination to acclimation while cells dividing at a slower rate were more prone to homoeostasis. These findings motivated us to further explore the extent to which these compositional response modes are applied under varying temperature. Two representative marine diatoms, one centric, Thalassiosira pseudonana, and one pennate, Cylindrotheca fusiformis were investigated. Species were cultured at 15 degrees C, 20 degrees C and 30 degrees C and at two growth rates. Compositional response was analysed with respect to elemental stoichiometry (carbon, nitrogen, silica, phosphorus, sulphur, manganese, iron, zinc and copper) and the major organic pool ratios (carbohydrate:lipid, carbohydrate:protein and protein:lipid). While T. pseudonana exhibited an acclimation response to temperature, C. fusiformis proved to be strongly homoeostatic. In the case of T. pseudonana, our data showed that the variations in composition were consistent with the growth rate dependence hypothesis for many micronutrients, but not for carbon and nitrogen contents, and C:N ratio. These species-specific differences in response mode highlight the diversity in ecophysiological strategies of diatoms, which needs to be considered when predicting climate change responses.","2021-09-03","2025-03-12 17:12:31","2025-03-12 17:12:31",NA,"462-472",NA,"5",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000685998900001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","JETXBGZL","Diatoms"
"U4FG6GUL","journalArticle",2020,"Xu, G; Liu, JH; Chen, BK; Li, G","Photoperiod mediates the differential physiological responses of smaller Thalassiosira pseudonana and larger Thalassiosira punctigera to temperature changes","JOURNAL OF APPLIED PHYCOLOGY",NA,"0921-8971","10.1007/s10811-020-02149-6",NA,"Global warming is altering both phytoplankton-experienced temperature and light-exposure duration through shifting their niches from low to high latitudes. We explored the growth, physiology, and compositions of a smaller Thalassiosira pseudonana and a larger Thalassiosira punctigera, temperate marine centric diatoms, in responses to a matrix of temperatures (12, 15, 18, and 21 degrees C) and photoperiods (light:dark cycles of 4:20, 8:16, 16:8, and 24:0). Both T. pseudonana and T. punctigera grew faster under medium temperature and longer photoperiod, under the expected optimal instantaneous light intensity. The biovolume-based pigments content of T. pseudonana responded largely to temperature, while that of T. punctigera responded more to photoperiod duration than to temperature. In T. pseudonana, shortest photoperiod enhanced cellular protein content and alleviated their temperature dependency. Continuous growth light reduced the photosynthetic capacity of T. pseudonana at the lowest temperature and reduced that of T. punctigera across temperatures. Moreover, we found the increasing temperature linearly increased the dark respiration rate (Rd) and molar ratio of carbon to nitrogen (C:N) of T. pseudonana but decreased that of T. punctigera, with the scattered effects of photoperiod. Our results demonstrated that responses of diatoms Thalassiosira across photoperiods and temperatures vary with species and possibly with cell size, suggesting that the poleward shift of the niches of phytoplankton in nature might cause a change in community structure.","2020-10","2025-03-12 17:12:31","2025-03-12 17:12:31",NA,"2863-2874",NA,"5",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000535431100001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","U4FG6GUL","Diatoms"
"UXLIFH8Q","journalArticle",2016,"Baker, KG; Robinson, CM; Radford, DT; McInnes, AS; Evenhuis, C; Doblin, MA","Thermal Performance Curves of Functional Traits Aid Understanding of Thermally Induced Changes in Diatom-Mediated Biogeochemical Fluxes","FRONTIERS IN MARINE SCIENCE",NA,"2296-7745","10.3389/fmars.2016.00044",NA,"How the functional traits (FTs) of phytoplankton change with temperature is important for understanding the impacts of ocean warming on phytoplankton mediated biogeochemical fluxes. This study quantifies the thermal performance curves (TPCs) of FTs in the cosmopolitan model diatom, Thalassiosira pseudonana, to advance understanding of trade-offs between physiological (photoacclimation, carbon fixation, nitrate, phosphate, and silicate uptake) and morphological traits (cell volume and frustule silicification). We show that each FT has substantial phenotypic plasticity and exhibits a unique TPC, varying in both shape and thermal optimum, and diverging from the growth response. The TPC for growth was symmetric with a thermal optimum (T-opt) of 18 degrees C. In comparison, the TPC for primary productivity was warm-skewed with a T-opt around 21 degrees C, whereas frustule silicification decreased linearly with increasing temperature. Together, this suggests that the optimal temperature for overall fitness is a balance of trade-offs in the underlying functional traits. Moreover, these results demonstrate that growth is not necessarily an accurate estimate of overall biogeochemical performance and that temperature change will likely influence elemental fluxes such as carbon and silicon. Finally, we show that temperature-driven changes in individual traits e.g., photoacclimation, can mimic responses experienced under other environmental stressors (high light) and so a multi-trait assessment is essential for accurate interpretation of the cellular impact of warming. This study also reveals that multi-trait analysis, in the context of TPCs, provides insight into the cellular physiology regulating the whole cell response and has the potential to provide better estimates of how diatom-mediated biogeochemical fluxes are likely to be impacted in the context of ocean warming. Analyzing the response of multiple traits more comprehensively over other environmental gradients may therefore provide a useful framework to advance understanding of how taxon-specific functional traits will respond to multifaceted ocean change.","2016","2025-03-12 17:12:31","2025-03-12 17:12:31",NA,"",NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000457358000043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","UXLIFH8Q","Diatoms"
"3V9ZT2IJ","journalArticle",2017,"Leung, PTY; Yi, AX; Ip, JCH; Mak, SST; Leung, KMY","Photosynthetic and transcriptional responses of the marine diatom Thalassiosira pseudonana to the combined effect of temperature stress and copper exposure","MARINE POLLUTION BULLETIN",NA,"0025-326X","10.1016/j.marpolbul.2017.03.038",NA,"A 96-h exposure experiment was conducted to elucidate the toxicity responses of the marine diatom Thalassiosira pseudonana upon exposure to different temperatures and copper (Cu) concentrations. Three Cu treatments (sea-water control; 200 mu g/L Cu, EC50 for the yield at 25 degrees C; and 1000 mu g/L Cu, EC50 for growth inhibition at 25 degrees C) were conducted against four temperatures (10 degrees C, 15 degrees C, 25 degrees C and 30 degrees C). Growth rate and photosynthetic responses showed a significant interacting thermal-chemical effect with strong synergistic responses observed at 30 degrees C treatments. Expression of heat shock protein (hsp) was positively modulated by increasing temperatures. Hsp 90, hsp90-2 and sit1 (related to silica shell formation) were highly expressed at 30 degrees C under 1000 mu g/L Cu, while the genes encoding light harvesting proteins (3HfcpA and 3HfcpB) and silaffin precursor sil3 were significantly up-regulated at 15 degrees C under 200 mu g/L Cu. Our results indicated an increase Cu toxicity to T. pseudonana under high temperature and Cu dose. (C) 2017 Elsevier Ltd. All rights reserved.","2017-11-30","2025-03-12 17:12:31","2025-03-12 17:12:31",NA,"938-945",NA,"2",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000417964500046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","3V9ZT2IJ","Diatoms"
"IRFKNM7Z","journalArticle",2023,"Barton, S; Padfield, D; Masterson, A; Buckling, A; Smirnoff, N; Yvon-Durocher, G","Comparative experimental evolution reveals species-specific idiosyncrasies in marine phytoplankton adaptation to warming","GLOBAL CHANGE BIOLOGY",NA,"1354-1013","10.1111/gcb.16827",NA,"A number of experimental studies have demonstrated that phytoplankton can display rapid thermal adaptation in response to warmed environments. While these studies provide insight into the evolutionary responses of single species, they tend to employ different experimental techniques. Consequently, our ability to compare the potential for thermal adaptation across different, ecologically relevant, species remains limited. Here, we address this limitation by conducting simultaneous long-term warming experiments with the same experimental design on clonal isolates of three phylogenetically diverse species of marine phytoplankton; the cyanobacterium Synechococcus sp., the prasinophyte Ostreococcus tauri and the diatom Phaeodoactylum tricornutum. Over the same experimental time period, we observed differing levels of thermal adaptation in response to stressful supra-optimal temperatures. Synechococcus sp. displayed the greatest improvement in fitness (i.e., growth rate) and thermal tolerance (i.e., temperature limits of growth). Ostreococcus tauri was able to improve fitness and thermal tolerance, but to a lesser extent. Finally, Phaeodoactylum tricornutum showed no signs of adaptation. These findings could help us understand how the structure of phytoplankton communities may change in response to warming, and possible biogeochemical implications, as some species show relatively more rapid adaptive shifts in their thermal tolerance.","2023-07-03","2025-03-12 17:12:31","2025-03-12 17:12:31",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:001019607900001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","IRFKNM7Z","Diatoms"
"7EX6JA8D","journalArticle",2020,"Antoni, JS; Almandoz, GO; Ferrario, ME; Hernando, MP; Varela, DE; Rozema, PD; Buma, AGJ; Paparazzo, FE; Schloss, IR","Response of a natural Antarctic phytoplankton assemblage to changes in temperature and salinity","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",NA,"0022-0981","10.1016/j.jembe.2020.151444",NA,"The climate around the Western Antarctic Peninsula (WAP) is rapidly changing and dramatically affecting marine coastal waters. Increases in air and seawater temperatures, not matter how small, can alter coastal biological communities due to both temperature increases as well as salinity reduction from glacier melting. The aim of this study was to evaluate the individual and combined effects of elevated sea surface temperature (+ 4 degrees C) and decreased salinity (-4) on growth and assemblage composition of natural summer phytoplankton from Potter Cove (King George Island, South Shetlands, northern WAP), using an outdoor microcosm experiment. Pigment composition was analyzed by high performance liquid chromatography (HPLC/Chemtax) and species composition by light and electron microscopy. Increases in phytoplankton biomass during the first 3 days at elevated-temperatures coincided with an increase in the abundance and the specific growth rate of small centric diatoms (Chaetoceros socialis and Shionodiscus gaarderae, mostly observed in temperate waters) and unidentified small phytoflagellates < 5 mu m. In contrast, pennate diatoms significantly decreased. At the end of the experiment on day 7, under nitrate and phosphate limitation, chlorophytes abundances increased under low salinity whereas prasinophytes decreased in all treatments. This study suggests that climate change could notably affect Antarctic phytoplankton composition by favouring temperate-water species previously undetected in Antarctic waters, such us S. gaarderae. Moreover, the observed changes in phytoplankton structure, associated with an increase of nano- over micro-size taxa, could have important implications for future Antarctic food webs.","2020-11","2025-03-12 17:12:31","2025-03-12 17:12:31",NA,"",NA,"",532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000588286400004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","7EX6JA8D","Diatoms"
"GP9VLSJZ","journalArticle",2007,"Fu, FX; Warner, ME; Zhang, YH; Feng, YY; Hutchins, DA","Effects of increased temperature and CO2 on photosynthesis, growth, and elemental ratios in marine Synechococcus and Prochlorococcus (Cyanobacteria)","JOURNAL OF PHYCOLOGY",NA,"0022-3646","10.1111/j.1529-8817.2007.00355.x",NA,"Little is known about the combined impacts of future CO2 and temperature increases on the growth and physiology of marine picocyanobacteria. We incubated Synechococcus and Prochlorococcus under present-day (380 ppm) or predicted year-2100 CO2 levels (750 ppm), and under normal versus elevated temperatures (+4 degrees C) in semicontinuous cultures. Increased temperature stimulated the cell division rates of Synechococcus but not Prochlorococcus. Doubled CO2 combined with elevated temperature increased maximum chl a-normalized photosynthetic rates of Synechococcus four times relative to controls. Temperature also altered other photosynthetic parameters (alpha, Phi(max), E-k, and Delta F/F-m') in Synechococcus, but these changes were not observed for Prochlorococcus. Both increased CO2 and temperature raised the phycobilin and chl a content of Synechococcus, while only elevated temperature increased divinyl chl a in Prochlorococcus. Cellular carbon (C) and nitrogen (N) quotas, but not phosphorus (P) quotas, increased with elevated CO2 in Synechococcus, leading to similar to 20% higher C:P and N:P ratios. In contrast, Prochlorococcus elemental composition remained unaffected by CO2, but cell volume and elemental quotas doubled with increasing temperature while maintaining constant stoichiometry. Synechococcus showed a much greater response to CO2 and temperature increases for most parameters measured, compared with Prochlorococcus. Our results suggest that global change could influence the dominance of Synechococcus and Prochlorococcus ecotypes, with likely effects on oligotrophic food-web structure. However, individual picocyanobacteria strains may respond quite differently to future CO2 and temperature increases, and caution is needed when generalizing their responses to global change in the ocean.","2007-06","2025-03-12 19:31:39","2025-03-12 19:31:39",NA,"485-496",NA,"3",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000246686100008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","GP9VLSJZ","Cyanobacteria"
"UGSHIQJS","journalArticle",2022,"Qu, PP; Fu, FX; Wang, XW; Kling, JD; Elghazzawy, M; Huh, M; Zhou, QQ; Wang, CG; Mak, EWK; Lee, MD; Yang, NN; Hutchins, DA","Two co-dominant nitrogen-fixing cyanobacteria demonstrate distinct acclimation and adaptation responses to cope with ocean warming","ENVIRONMENTAL MICROBIOLOGY REPORTS",NA,"1758-2229","10.1111/1758-2229.13041",NA,"The globally dominant N-2-fixing cyanobacteria Trichodesmium and Crocosphaera provide vital nitrogen supplies to subtropical and tropical oceans, but little is known about how they will be affected by long-term ocean warming. We tested their thermal responses using experimental evolution methods during 2 years of selection at optimal (28 degrees C), supra-optimal (32 degrees C) and suboptimal (22 degrees C) temperatures. After several hundred generations under thermal selection, changes in growth parameters, as well as N and C fixation rates, suggested that Trichodesmium did not adapt to the three selection temperature regimes during the 2-year evolution experiment, but could instead rapidly and reversibly acclimate to temperature shifts from 20 degrees C to 34 degrees C. In contrast, over the same timeframe apparent thermal adaptation was observed in Crocosphaera, as evidenced by irreversible phenotypic changes as well as whole-genome sequencing and variant analysis. Especially under stressful warming conditions (34 degrees C), 32 degrees C-selected Crocosphaera cells had an advantage in survival and nitrogen fixation over cell lines selected at 22 degrees C and 28 degrees C. The distinct strategies of phenotypic plasticity versus irreversible adaptation in these two sympatric diazotrophs are both viable ways to maintain fitness despite long-term temperature changes, and so could help to stabilize key ocean nitrogen cycle functions under future warming scenarios.","2022-04","2025-03-12 19:31:39","2025-03-12 19:31:39",NA,"203-217",NA,"2",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000742017400001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","UGSHIQJS","Cyanobacteria"
"5A9KVBLN","journalArticle",2025,"Escribano-Gómez, I; Liébana, R; Palacio, AS; Labban, A; Morán, XAG; López-Urrutia, A; Alonso-Sáez, L","The dominant marine Synechococcus clade II exhibits a non-canonical transcriptional response to cope with thermal stress","ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS",NA,"2211-9264","10.1016/j.algal.2024.103840",NA,"Temperature significantly impacts the growth and distribution of marine cyanobacteria, which employ diverse strategies to cope with temperature variations. However, the molecular mechanisms underlying thermal acclimation in cyanobacterial taxa that dominate vast oligotrophic regions of the ocean, such as the Synechococcus clade II, remain unknown. Here, we analysed the physiological and global transcriptional response of an ecologically relevant clade II strain (Synechococcus sp. RS9907) to long-term thermal acclimation at temperatures from 20 to 33 degrees C. The growth rate in RS9907 increased linearly with temperature up to the warm threshold (33 degrees C), but genes related with the heat-shock response were upregulated within the range of 28 to 33 degrees C, indicating significant cellular stress under warm conditions. Carbon fixation and assimilation genes (rcbLS, cbbA, zwf, glgP) showed minimum expression values at 20 degrees C and 33 degrees C, but the diel expression patterns of these genes remained unaffected by temperature conditions, being consistently upregulated during day-time. By contrast, some genes involved in photosynthesis (acpA, psbABO, psaABD) were strongly upregulated during night-time under warm conditions, suggesting regulatory imbalances during the diel cycle. Notably, the expression of genes related to the synthesis of osmolytes against salt stress and fatty acid desaturases, which are typically upregulated under cold temperature in other cyanobacteria, was induced in warm acclimated RS9907 cells. These results highlight distinct transcriptional mechanisms of thermal acclimation in members of the Synechococcus clade II compared to other cyanobacterial lineages. This emphasizes the importance of understanding the diverse and intricate ways in which marine cyanobacteria adapt to temperature fluctuations.","2025-01","2025-03-12 19:31:39","2025-03-12 19:31:39",NA,"",NA,"",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:001434167500001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","5A9KVBLN","Cyanobacteria"
