"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4LE4XP6P","journalArticle","2015","Grote, U; Pasternak, A; Arashkevich, E; Halvorsen, E; Nikishina, A","Thermal response of ingestion and egestion rates in the Arctic copepod Calanus glacialis and possible metabolic consequences in a warming ocean","POLAR BIOLOGY","","0722-4060","10.1007/s00300-015-1664-5","","Climate change is particularly rapid in the Arctic, where water temperatures are predicted to increase substantially with implications for Arctic marine organisms, especially ectotherms such as the calanoid copepod Calanus glacialis, a key herbivore in the Arctic marine ecosystem. Feeding depends on temperature, and recent studies indicate different thermal responses in ingestion and respiration implying a possible metabolic mismatch with increasing temperatures. We investigated the thermal response of ingestion and faecal pellet production as an indicator of egestion of the Arctic copepod C. glacialis in incubation experiments at five temperatures ranging from 0 to 10 A degrees C and compared the obtained data with published results on temperature dependence of respiration. Copepods were fed ad libitum with the diatom Thalassiosira gravida, and algae concentration was assessed prior and after 4 h feeding experiments. Egested faecal pellets were collected and counted. Ingestion and faecal pellet production rates increased linearly (Q (10) coefficient similar to 1.4-1.7 and similar to 1.8-4.1, respectively). No pronounced effect of feeding history (fed vs. starved for 3 days prior to experiment) was found, but responses in both rates were generally less dependent on temperature in the pre-starved experiment. Q (10) values for ingestion rates were lower than Q (10) values for published respiration rates (similar to 1.8-4.6), indicating that metabolic losses increase stronger with increasing temperature than metabolic gains by ingestion. A persistent imbalance between metabolic losses and energy uptake could lead to reduced fitness for C. glacialis, thereby affecting the population dynamics and distribution of this important species in the Arctic.","2015-07","2025-03-12 17:12:31","2025-03-12 17:12:31","","1025-1033","","7","38","","","","","","","","","","","","","","WOS:000356535300008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BS9YANCP","journalArticle","2019","Wu, SC; Gu, WH; Huang, AY; Li, YX; Kumar, M; Lim, PE; Huan, L; Gao, S; Wang, GC","Elevated CO2 improves both lipid accumulation and growth rate in the glucose-6-phosphate dehydrogenase engineered Phaeodactylum tricornutum","MICROBIAL CELL FACTORIES","","1475-2859","10.1186/s12934-019-1214-x","","Background Numerous studies have shown that stress induction and genetic engineering can effectively increase lipid accumulation, but lead to a decrease of growth in the majority of microalgae. We previously found that elevated CO2 concentration increased lipid productivity as well as growth in Phaeodactylum tricornutum, along with an enhancement of the oxidative pentose phosphate pathway (OPPP) activity. The purpose of this work directed toward the verification of the critical role of glucose-6-phosphate dehydrogenase (G6PDH), the rate-limiting enzyme in the OPPP, in lipid accumulation in P. tricornutum and its simultaneous rapid growth rate under high-CO2 (0.15%) cultivation. Results In this study, G6PDH was identified as a target for algal strain improvement, wherein G6PDH gene was successfully overexpressed and antisense knockdown in P. tricornutum, and systematic comparisons of the photosynthesis performance, algal growth, lipid content, fatty acid profiles, NADPH production, G6PDH activity and transcriptional abundance were performed. The results showed that, due to the enhanced G6PDH activity, transcriptional abundance and NAPDH production, overexpression of G6PDH accompanied by high-CO2 cultivation resulted in a much higher of both lipid content and growth in P. tricornutum, while knockdown of G6PDH greatly decreased algal growth as well as lipid accumulation. In addition, the total proportions of saturated and unsaturated fatty acid, especially the polyunsaturated fatty acid eicosapentaenoic acid (EPA; C20:5, n-3), were highly increased in high-CO2 cultivated G6PDH overexpressed strains. Conclusions The successful of overexpression and antisense knockdown of G6PDH well demonstrated the positive influence of G6PDH on algal growth and lipid accumulation in P. tricornutum. The improvement of algal growth, lipid content as well as polyunsaturated fatty acids in high-CO2 cultivated G6PDH overexpressed P. tricornutum suggested this G6PDH overexpression-high CO2 cultivation pattern provides an efficient and economical route for algal strain improvement to develop algal-based biodiesel production.","2019-09-23","2025-03-12 17:12:31","2025-03-12 17:12:31","","","","1","18","","","","","","","","","","","","","","WOS:000487442400002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I52AHYPY","journalArticle","2018","Jin, P; Agusti, S","Fast adaptation of tropical diatoms to increased warming with trade-offs","SCIENTIFIC REPORTS","","2045-2322","10.1038/s41598-018-36091-y","","Ocean warming with climate change is forcing marine organisms to shift their distributions polewards and phenology. In warm tropical seas, evolutionary adaptation by local species to warming will be crucial to avoid predicted desertification and reduction in diversity. However, little is known about the adaptation of phytoplankton in warm seas. Across the ocean, diatomic microalgae are the main primary producers in cold waters; they also contribute to tropical communities where they play a necessary role in the biological pump. Here we show that four species of diatoms isolated from the tropical Red Sea adapted to warming conditions (30 degrees C) after 200-600 generations by using various thermal strategies. Two of the warming adapted species increased their optimal growth temperature (T-opt) and maximum growth rate. The other two diatoms did not increase T-opt and growth, but shifted from specialist to generalist increasing their maximum critical thermal limit. Our data show that tropical diatoms can adapt to warming, although trade offs on photosynthetic efficiency, high irradiance stress, and lower growth rate could alter their competitive fitness. Our findings suggest that adaptive responses to warming among phytoplankton could help to arrest the sharp decline in diversity resulting from climate change that is predicted for tropical waters.","2018-12-11","2025-03-12 17:12:31","2025-03-12 17:12:31","","","","","8","","","","","","","","","","","","","","WOS:000452779600004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AAS2T8AX","journalArticle","2024","Wang, JW; Zeng, C; Feng, YY","Meta-analysis reveals responses of coccolithophores and diatoms to warming","MARINE ENVIRONMENTAL RESEARCH","","0141-1136","10.1016/j.marenvres.2023.106275","","A meta-analysis was conducted to explore the effects of warming on the physiological processes of coccolitho-phores and diatoms by synthesizing a large number of published literatures. A total of 154 studies consisting 301 experiments were synthesized in this study. Under a projected temperature increase of 3-5 degrees C by IPCC AR6 at the end of this century, our results suggest that the growth and photosynthetic rate of coccolithophores were significantly enhanced by the rising temperature, while the calcification of coccolithophores was only slightly promoted. Warming also had significantly positive effects on the growth but not photosynthesis of diatoms. In comparison, the effect size of warming on the growth rate of coccolithophores was larger than that of diatoms. However, there was no significant effect of warming on either the ratio of particulate inorganic carbon to par-ticulate organic carbon (PIC:POC) of coccolithophores or the ratio of biogenic silica to carbon (BSi:C) of diatoms. Furthermore, the results reveal latitudinal and size-specific patterns of the effect sizes of warming. For diatoms, the effects of warming on growth were more prominent in high latitudes, specifically for the Southern Hemi-sphere species. In addition, the effect size of warming on the small-sized diatoms was larger than that of the large-sized diatoms. For coccolithophores, the growth of the Southern Hemisphere temperate strains was significantly promoted by warming. Overall, the results based on the meta-analysis indicate that the projected warming of the end of this century will be more favor to the growth of coccolithophores than that of diatoms, thus potentially affect the competitive advantages of coccolithophores over diatoms; while the mid-to high latitude species/strains of both coccolithophores and diatoms will benefit more than their counterparts in the lower latitudes. Therefore, this study offers novel insights into predicting both the inter-and intra-group competitive advantages of diatoms and coccolithophores under the future warming climate change scenario.","2024-01","2025-03-12 17:12:31","2025-03-12 17:12:31","","","","","193","","","","","","","","","","","","","","WOS:001122380000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3832ERQK","journalArticle","2023","Fisher, NL; Halsey, KH; Suggett, DJ; Pombrol, M; Ralph, PJ; Lutz, A; Sogin, EM; Raina, JB; Matthews, JL","Light-dependent metabolic shifts in the model diatom Thalassiosira pseudonana","ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS","","2211-9264","10.1016/j.algal.2023.103172","","Diatoms are major producers of carbon and energy in aquatic ecosystems, however their ability to rapidly and successfully acclimate to wide ranging irradiances is poorly understood at the biochemical level. We applied complementary transcriptomic and metabolomic approaches using the model centric diatom Thalassiosira pseudonana to understand mechanisms regulating cell acclimation and growth under high and low light intensities. The integration of these omics data revealed specific mechanisms that shifted carbon and energy fluxes in T. pseudonana depending on light-driven growth rate. To support a growth rate of >1 d-1 in high light, cells upregulated metabolic pathways involved in the production of long chain fatty acids, glycolic acid, and carbohydrates. Under low light, cells maintained a growth rate of & LE;0.2 d-1 by conserving photosynthetic energy through upregulation of carbon retention pathways (e.g., gluconeogenesis, glyoxylate cycle). The few significant metabolites detected in low light acclimated cells were associated with light harvesting, energy storage, and signalling. In particular, our metabolite data revealed that eicosanoic acid, a metabolite commonly involved in cellular signalling, may poise light limited cells for fast metabolic remodelling with improving light conditions. The combined physiological, gene expression and metabolite profiling data revealed key metabolic switch points that underpin diatom success and could be leveraged in cell-based models for predictions and manipulations of cell growth or bio-production.","2023-07","2025-03-12 17:12:31","2025-03-12 17:12:31","","","","","74","","","","","","","","","","","","","","WOS:001025215400001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JETXBGZL","journalArticle","2021","Hania, A; Eichner, M; Norici, A; Prásil, O; Giordano, M","Does growth rate affect diatom compositional response to temperature?","PHYCOLOGIA","","0031-8884","10.1080/00318884.2021.1956828","","Temperature is one of the environmental factors that most strongly influence the life of microalgae, from the enzymatic level up to the modification of biosynthetic and degradation potential and, thus, cellular composition. When exposed to a change in environmental milieu two main responses can be attained by cells: acclimation or homoeostasis. Recent studies testing the impact of other environmental factors indicated that the choice between these strategies is related to growth rates, i.e. cells dividing at a faster rate showed inclination to acclimation while cells dividing at a slower rate were more prone to homoeostasis. These findings motivated us to further explore the extent to which these compositional response modes are applied under varying temperature. Two representative marine diatoms, one centric, Thalassiosira pseudonana, and one pennate, Cylindrotheca fusiformis were investigated. Species were cultured at 15 degrees C, 20 degrees C and 30 degrees C and at two growth rates. Compositional response was analysed with respect to elemental stoichiometry (carbon, nitrogen, silica, phosphorus, sulphur, manganese, iron, zinc and copper) and the major organic pool ratios (carbohydrate:lipid, carbohydrate:protein and protein:lipid). While T. pseudonana exhibited an acclimation response to temperature, C. fusiformis proved to be strongly homoeostatic. In the case of T. pseudonana, our data showed that the variations in composition were consistent with the growth rate dependence hypothesis for many micronutrients, but not for carbon and nitrogen contents, and C:N ratio. These species-specific differences in response mode highlight the diversity in ecophysiological strategies of diatoms, which needs to be considered when predicting climate change responses.","2021-09-03","2025-03-12 17:12:31","2025-03-12 17:12:31","","462-472","","5","60","","","","","","","","","","","","","","WOS:000685998900001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U4FG6GUL","journalArticle","2020","Xu, G; Liu, JH; Chen, BK; Li, G","Photoperiod mediates the differential physiological responses of smaller Thalassiosira pseudonana and larger Thalassiosira punctigera to temperature changes","JOURNAL OF APPLIED PHYCOLOGY","","0921-8971","10.1007/s10811-020-02149-6","","Global warming is altering both phytoplankton-experienced temperature and light-exposure duration through shifting their niches from low to high latitudes. We explored the growth, physiology, and compositions of a smaller Thalassiosira pseudonana and a larger Thalassiosira punctigera, temperate marine centric diatoms, in responses to a matrix of temperatures (12, 15, 18, and 21 degrees C) and photoperiods (light:dark cycles of 4:20, 8:16, 16:8, and 24:0). Both T. pseudonana and T. punctigera grew faster under medium temperature and longer photoperiod, under the expected optimal instantaneous light intensity. The biovolume-based pigments content of T. pseudonana responded largely to temperature, while that of T. punctigera responded more to photoperiod duration than to temperature. In T. pseudonana, shortest photoperiod enhanced cellular protein content and alleviated their temperature dependency. Continuous growth light reduced the photosynthetic capacity of T. pseudonana at the lowest temperature and reduced that of T. punctigera across temperatures. Moreover, we found the increasing temperature linearly increased the dark respiration rate (Rd) and molar ratio of carbon to nitrogen (C:N) of T. pseudonana but decreased that of T. punctigera, with the scattered effects of photoperiod. Our results demonstrated that responses of diatoms Thalassiosira across photoperiods and temperatures vary with species and possibly with cell size, suggesting that the poleward shift of the niches of phytoplankton in nature might cause a change in community structure.","2020-10","2025-03-12 17:12:31","2025-03-12 17:12:31","","2863-2874","","5","32","","","","","","","","","","","","","","WOS:000535431100001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5FPNEHML","journalArticle","2022","Iwasaki, K; Szabó, M; Tamburic, B; Evenhuis, C; Zavafer, A; Kuzhiumparambil, U; Ralph, P","Investigating the impact of light quality on macromolecular of Chaetoceros muelleri","FUNCTIONAL PLANT BIOLOGY","","1445-4408","10.1071/FP21131","","Diatoms (Bacillariophyceae) are important to primary productivity of aquatic ecosystems. This algal group is also a valuable source of high value compounds that are utilised as aquaculture feed. The productivity of diatoms is strongly driven by light and CO2 availability, and macro- and micronutrient concentrations. The light dependency of biomass productivity and metabolite composition is well researched in diatoms, but information on the impact of light quality, particularly the productivity return on energy invested when using different monochromatic light sources, remains scarce. In this work, the productivity return on energy invested of improving growth rate, photosynthetic activity, and metabolite productivity of the diatom Chaetoceros muelleri under defined wavelengths (blue, red, and green) as well as while light is analysed. By adjusting the different light qualities to equal photosynthetically utilisable radiation, it was found that the growth rate and photosynthetic oxygen evolution was unchanged under white, blue, and green light, but it was lower under red light. Blue light improved the productivity return on energy invested for biomass, total protein, total lipid, total carbohydrate, and in fatty acids production, which would suggest that blue light should be used for aquaculture feed production.","2022","2025-03-12 17:12:31","2025-03-12 17:12:31","","554-564","","5-6","49","","","","","","","","","","","","","","WOS:000706101900001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3B6ZEB6B","journalArticle","2018","Li, ZZ; Wu, YP; Beardall, J","Physiological and biochemical responses of Thalassiosira punctigera to nitrate limitation","DIATOM RESEARCH","","0269-249X","10.1080/0269249X.2018.1489897","","Marine diatoms play an important role in the global primary production and contribute significantly to carbon export in upwelling regions. However, their carbon fixation is frequently limited by nutrient availability, which varies regionally and temporally. In general, as a result of global warming, coastal waters are predicted to become more eutrophic, while nutrient limitation in the open ocean would be further enhanced. For a better understanding on how diatoms respond to nitrogen supply in the future ocean, we cultivated Thalassiosira punctigera at different levels of nitrate (from 1 to 100 mu molL(-1)). Results showed that the half-saturation value for growth rate (K-mu=3.06 mu molL(-1)) corroborates the values obtained from a size-dependent model (3.03 mu molL(-1)), suggesting that nutrient storage in this large diatom has equilibrated with the bulk medium added during culturing. Measured physiological parameters, including growth rate, cellular Chl a concentration, and photosynthesis, were all significantly reduced as the extent of nitrogen limitation increased. However, the responses of elemental composition did not vary linearly with respect to the different degrees of nitrate limitation. Specifically, the elemental ratios of C:N and Si:N all increased under moderate nitrate limitation (2-10 mu molL(-1)), but further decreased when nitrate became extremely limited (1 mu molL(-1)). The particulate organic nitrogen production rate was sensitive to nitrate limitation, showing a significant decrease when nitrate was below 10 mu molL(-1). However, particulate organic carbon production rate remained stable until nitrate was reduced to 2 mu molL(-1). The diverse responses of physiological processes and elemental ratios to various nitrate levels indicate the fact that there is a large uncertainty about the biogeochemical consequences of changes in the future ocean.","2018","2025-03-12 17:12:31","2025-03-12 17:12:31","","135-143","","2","33","","","","","","","","","","","","","","WOS:000450567400001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6JPHE6MH","journalArticle","2024","Leitao, E; Castellanos, DF; Park, G; Dam, HG","Antagonistic interactions of the dinoflagellate Alexandrium catenella under simultaneous warming and acidification","HARMFUL ALGAE","","1568-9883","10.1016/j.hal.2024.102625","","There is a concern that harmful algal bloom (HAB) species may increase under climate change. Yet, we lack understanding of how ecological interactions will be affected under ocean warming and acidification (OWA) conditions. We tested the antagonistic effects of three strains of the dinoflagellate HAB species Alexandrium catenella on three target species (the chlorophyte Tetraselmis sp., the cryptomonad Rhodomonas salina, and the diatom Thalassiosira weissflogii) at various biomass ratios between species, at ambient (16 degrees C and 400 mu atm CO2) and OWA (20 degrees C and 2000 mu atm CO2) conditions. In these experiments the Alexandrium strains had been raised under OWA conditions for similar to 100 generations. All three non-HAB species increased their growth rate under OWA relative to ambient conditions. Growth rate inhibition was evident for R. salina and Tetraselmis sp. under OWA conditions, but not under ambient conditions. These negative effects were exacerbated at higher concentrations of Alexandrium relative to non-HAB species. By contrast, T. weissflogii showed positive growth in the presence of two strains of Alexandrium under ambient conditions, whereas growth was unaffected under OWA. Contrary to our expectations, A. catenella had a slight negative response in the presence of the diatom. These results demonstrate that Alexandrium exerts higher antagonistic effects under OWA compared to ambient conditions, and these effects are species-specific and density dependent. These negative effects may shift phytoplankton community composition under OWA conditions.","2024-04","2025-03-12 17:12:31","2025-03-12 17:12:31","","","","","134","","","","","","","","","","","","","","WOS:001287989000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GZTIRGB5","journalArticle","2021","Acheampong, E; Mantey, P; Weremfo, A","Potential impact of marine heatwaves on selected phytoplankton adapted to the Gulf of Guinea during stable hydrographic periods","AFRICAN JOURNAL OF MARINE SCIENCE","","1814-232X","10.2989/1814232X.2021.1879267","","Reports suggest that the Gulf of Guinea (northeastern tropical Atlantic) frequently experiences marine heatwaves (MHW)-prolonged periods of anomalously warm seawater-of >= 1.5 degrees C above baseline. We assessed the likely impact of this anomaly on two microalgae, Thalassiosira weissflogii (diatom) and Gymnodinium sp. (dinoflagellate), adapted to the surface temperature (28 +/- 1.5 degrees C) of the gulf during stable hydrographic periods. The algae were adapted over similar to 400 generations. They were assessed for specific growth rate (mu), dry weight, and protein content after exposure to 5 or 6 days of warming (+2 degrees C or +4 degrees C above the temperature of the stock cultures), in line with the minimum duration of MHW. Under each of the investigated warming scenarios, the effect of warming on the diatom was immediate, occurring during the first day of exposure, and mu had decreased by similar to 75% by the end of the warming period. In contrast, the warming effect on the dinoflagellate became significant during the second day, with mu reduced by similar to 78-86%. Also, the protein content of the dinoflagellate had been reduced by similar to 32% by the end of the warming period. The dry weight of T. weissflogii increased three-fold under +2 degrees C of warming. In contrast, the dry weight of Gymnodinium sp. decreased by similar to 78% and did not recover when warming was removed. These results highlight vulnerability of these algae to MHW and their unique responses to the anomaly.","2021-01-02","2025-03-12 17:12:31","2025-03-12 17:12:31","","77-86","","1","43","","","","","","","","","","","","","","WOS:000623977400001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQ928RW7","journalArticle","2023","Xu, D; Huang, SJ; Fan, X; Zhang, XW; Wang, YT; Wang, W; Beardall, J; Brennan, G; Ye, NH","Elevated CO2 reduces copper accumulation and toxicity in the diatom Thalassiosira pseudonana","FRONTIERS IN MICROBIOLOGY","","1664-302X","10.3389/fmicb.2022.1113388","","The projected ocean acidification (OA) associated with increasing atmospheric CO2 alters seawater chemistry and hence the bio-toxicity of metal ions. However, it is still unclear how OA might affect the long-term resilience of globally important marine microalgae to anthropogenic metal stress. To explore the effect of increasing pCO(2) on copper metabolism in the diatom Thalassiosira pseudonana (CCMP 1335), we employed an integrated eco-physiological, analytical chemistry, and transcriptomic approach to clarify the effect of increasing pCO(2) on copper metabolism of Thalassiosira pseudonana across different temporal (short-term vs. long-term) and spatial (indoor laboratory experiments vs. outdoor mesocosms experiments) scales. We found that increasing pCO(2) (1,000 and 2,000 mu atm) promoted growth and photosynthesis, but decreased copper accumulation and alleviated its bio-toxicity to T. pseudonana. Transcriptomics results indicated that T. pseudonana altered the copper detoxification strategy under OA by decreasing copper uptake and enhancing copper-thiol complexation and copper efflux. Biochemical analysis further showed that the activities of the antioxidant enzymes glutathione peroxidase (GPX), catalase (CAT), and phytochelatin synthetase (PCS) were enhanced to mitigate oxidative damage of copper stress under elevated CO2. Our results provide a basis for a better understanding of the bioremediation capacity of marine primary producers, which may have profound effect on the security of seafood quality and marine ecosystem sustainability under further climate change.","2023-01-06","2025-03-12 17:12:31","2025-03-12 17:12:31","","","","","13","","","","","","","","","","","","","","WOS:000916665600001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8AK8ZKK","journalArticle","2024","Wu, RJ; Wu, YC; Zhai, R; Gao, KS; Xu, JT","Ocean acidification and desalination increase the growth and photosynthesis of the diatom Skeletonema costatum isolated from the coastal water of the Yellow Sea","MARINE ENVIRONMENTAL RESEARCH","","0141-1136","10.1016/j.marenvres.2024.106450","","Global climate changes induce substantial alterations in the marine system, including ocean acidification (OA), desalination and warming of surface seawater. Here, we examined the combined effects of OA and reduced salinity under different temperatures on the growth and photosynthesis of the diatom Skeletonema costatum . After having been acclimated to 2 CO 2 concentrations (400 mu atm, 1000 mu atm) and 2 salinity levels (20 psu, 30 psu) at temperature levels of 10 degrees C and 20 degrees C, the diatom showed enhanced growth rate at the lowered salinity and elevated p CO 2 irrespective of the temperature. The OA treatment increased the net photosynthetic rate and biogenic silica (Bsi) contents. Increasing the temperature from 10 to 20 degrees C raised the net photosynthetic rate by over twofold. The elevated p CO 2 increased the net and gross photosynthetic rates by 20% - 40% and by 16% - 32%, respectively, with the higher enhancement observed at the higher levels of salinity and temperature. Our results imply that OA and desalination along with warming to the levels tested can enhance S. costatum ' s competitiveness in coastal phytoplankton communities under influence of future climate changes.","2024-05","2025-03-12 17:12:31","2025-03-12 17:12:31","","","","","197","","","","","","","","","","","","","","WOS:001223228000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXLIFH8Q","journalArticle","2016","Baker, KG; Robinson, CM; Radford, DT; McInnes, AS; Evenhuis, C; Doblin, MA","Thermal Performance Curves of Functional Traits Aid Understanding of Thermally Induced Changes in Diatom-Mediated Biogeochemical Fluxes","FRONTIERS IN MARINE SCIENCE","","2296-7745","10.3389/fmars.2016.00044","","How the functional traits (FTs) of phytoplankton change with temperature is important for understanding the impacts of ocean warming on phytoplankton mediated biogeochemical fluxes. This study quantifies the thermal performance curves (TPCs) of FTs in the cosmopolitan model diatom, Thalassiosira pseudonana, to advance understanding of trade-offs between physiological (photoacclimation, carbon fixation, nitrate, phosphate, and silicate uptake) and morphological traits (cell volume and frustule silicification). We show that each FT has substantial phenotypic plasticity and exhibits a unique TPC, varying in both shape and thermal optimum, and diverging from the growth response. The TPC for growth was symmetric with a thermal optimum (T-opt) of 18 degrees C. In comparison, the TPC for primary productivity was warm-skewed with a T-opt around 21 degrees C, whereas frustule silicification decreased linearly with increasing temperature. Together, this suggests that the optimal temperature for overall fitness is a balance of trade-offs in the underlying functional traits. Moreover, these results demonstrate that growth is not necessarily an accurate estimate of overall biogeochemical performance and that temperature change will likely influence elemental fluxes such as carbon and silicon. Finally, we show that temperature-driven changes in individual traits e.g., photoacclimation, can mimic responses experienced under other environmental stressors (high light) and so a multi-trait assessment is essential for accurate interpretation of the cellular impact of warming. This study also reveals that multi-trait analysis, in the context of TPCs, provides insight into the cellular physiology regulating the whole cell response and has the potential to provide better estimates of how diatom-mediated biogeochemical fluxes are likely to be impacted in the context of ocean warming. Analyzing the response of multiple traits more comprehensively over other environmental gradients may therefore provide a useful framework to advance understanding of how taxon-specific functional traits will respond to multifaceted ocean change.","2016","2025-03-12 17:12:31","2025-03-12 17:12:31","","","","","3","","","","","","","","","","","","","","WOS:000457358000043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3V9ZT2IJ","journalArticle","2017","Leung, PTY; Yi, AX; Ip, JCH; Mak, SST; Leung, KMY","Photosynthetic and transcriptional responses of the marine diatom Thalassiosira pseudonana to the combined effect of temperature stress and copper exposure","MARINE POLLUTION BULLETIN","","0025-326X","10.1016/j.marpolbul.2017.03.038","","A 96-h exposure experiment was conducted to elucidate the toxicity responses of the marine diatom Thalassiosira pseudonana upon exposure to different temperatures and copper (Cu) concentrations. Three Cu treatments (sea-water control; 200 mu g/L Cu, EC50 for the yield at 25 degrees C; and 1000 mu g/L Cu, EC50 for growth inhibition at 25 degrees C) were conducted against four temperatures (10 degrees C, 15 degrees C, 25 degrees C and 30 degrees C). Growth rate and photosynthetic responses showed a significant interacting thermal-chemical effect with strong synergistic responses observed at 30 degrees C treatments. Expression of heat shock protein (hsp) was positively modulated by increasing temperatures. Hsp 90, hsp90-2 and sit1 (related to silica shell formation) were highly expressed at 30 degrees C under 1000 mu g/L Cu, while the genes encoding light harvesting proteins (3HfcpA and 3HfcpB) and silaffin precursor sil3 were significantly up-regulated at 15 degrees C under 200 mu g/L Cu. Our results indicated an increase Cu toxicity to T. pseudonana under high temperature and Cu dose. (C) 2017 Elsevier Ltd. All rights reserved.","2017-11-30","2025-03-12 17:12:31","2025-03-12 17:12:31","","938-945","","2","124","","","","","","","","","","","","","","WOS:000417964500046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PZP56WJ2","journalArticle","2000","Meyer, AA; Tackx, M; Daro, N","Xanthophyll cycling in Phaeocystis globosa and Thalassiosira sp.:: a possible mechanism for species succession","JOURNAL OF SEA RESEARCH","","1385-1101","10.1016/S1385-1101(00)00031-9","","The ability of phytoplankton species to initiate photo-protective mechanisms and the rates by which they do so have been suggested to be partly responsible for species succession. To examine whether this is also true in the case of diatom spring blooms preceding Phaeocystis globosa, cultures of P. globosa and Thalassiosira sp. were investigated under controlled laboratory conditions for differences in their xanthophyll cycling rates and abilities. It was found that P. globosa exhibited; were shifted to active and rapid xanthophyll cycling when cultures photoacclimated to 10, 50 and 100 mu mol quanta m 150 and 250 mu mol quanta m(-2) s(-1). The early spring diatom Thalassiosira only exhibited xanthophyll cycling when acclimated to 10 mu mol quanta m(-2) s(-1). P. globosa always exhibited faster xanthophyll cycling rates than Thalassiosira, giving P. globosa a possible competitive edge over Thalassiosira sp. It was also found that the magnitude of xanthophyll cycling correlates with the intensity of light changes during the one-hour xanthophyll cycling experiments, and thus may be regarded as related to photoacclimation. (C) 2000 Elsevier Science B.V. All rights reserved.","2000-08","2025-03-12 17:12:31","2025-03-12 17:12:31","","373-384","","3-4","43","","","","","","","","","","","","","","WOS:000089555600018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
