"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"7RA7V5QU","journalArticle","2017","Lyu, K; Zhang, L; Gu, L; Zhu, XX; Wilson, AE; Yang, Z","Cladoceran offspring tolerance to toxic Microcystis is promoted by maternal warming","ENVIRONMENTAL POLLUTION","","0269-7491","10.1016/j.envpol.2017.04.095","","Elevated temperatures and nutrients can favor phytoplankton dominance by cyanobacteria, which can be toxic to zooplankton. There is growing awareness that maternal effects not only are common but can also significantly impact ecological interactions. Although climate change is broadly studied, relatively little is known regarding its influence on maternal effects in zooplankton. Given that lakes are sentinels for climate change and that elevated temperatures and nutrient pollution can favor phytoplankton dominance by toxic cyanobacteria, this study focused on elucidating the effects of maternal exposure to elevated temperatures on the tolerance of zooplankton offspring to toxic cyanobacteria in the diet. Three different maternal thermal environments were used to examine population fitness in the offspring of two cladoceran species that vary in size, including the larger Daphnia similoides and the smaller Moina macrocopa, directly challenged by toxic Microcystis. Daphnia and Moina mothers exposed to elevated temperatures produced offspring that were more resistant to Microcystis. Such findings may result from life-history optimization of mother's in different temperature environments. Interestingly, offspring from Moina fed with toxic Microcystis performed better than Daphnia offspring, which could partially explain the dominance of small cladocerans typically observed during cyanobacterial blooms. The present study emphasizes the importance of maternal effects on zooplankton resistance to cyanobacteria mediated through environmental warming and further highlights the complexities associated with the abiotic factors that influence zooplanktOn-cyanobacteria interactions. (C) 2017 Elsevier Ltd. All rights reserved.","2017-08","2025-03-12 19:31:39","2025-03-12 19:31:39","","451-459","","","227","","","","","","","","","","","","","","WOS:000403991600049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q8MWR5CL","journalArticle","2022","Wrightson, L; Yang, NN; Mahaffey, C; Hutchins, DA; Tagliabue, A","Integrating the impact of global change on the niche and physiology of marine nitrogen-fixing cyanobacteria","GLOBAL CHANGE BIOLOGY","","1354-1013","10.1111/gcb.16399","","Marine nitrogen fixation is a major source of new nitrogen to the ocean, which interacts with climate driven changes to physical nutrient supply to regulate the response of ocean primary production in the oligotrophic tropical ocean. Warming and changes in nutrient supply may alter the ecological niche of nitrogen-fixing organisms, or 'diazotrophs', however, impacts of warming on diazotroph physiology may also be important. Lab-based studies reveal that warming increases the nitrogen fixation-specific elemental use efficiency (EUE) of two prevalent marine diazotrophs, Crocosphaera and Trichodesmium, thus reducing their requirements for the limiting nutrients iron and phosphorus. Here, we coupled a new diazotroph model based upon observed diazotroph energetics of growth and resource limitation to a state-of-the-art global model of phytoplankton physiology and ocean biogeochemistry. Our model is able to address the integrated response of nitrogen fixation by Trichodesmium and Crocosphaera to warming under the IPCC high emission RCP8.5 scenario for the first time. Our results project a global decline in nitrogen fixation over the coming century. However, the regional response of nitrogen fixation to climate change is modulated by the diazotroph-specific thermal performance curves and EUE, particularly in the Pacific Ocean, which shapes global trends. Spatially, the response of both diazotrophs is similar with expansion towards higher latitudes and reduced rates of nitrogen fixation in the lower latitudes. Overall, 95%-97% of the nitrogen fixation climate signal can be attributed to the combined effect of temperature on the niche and physiology of marine diazotrophs, with decreases being associated with a reduced niche and increases resulting due to a combination of expanding niche and temperature driven changes to EUE. Climate change impacts on both the niche and physiology of marine diazotrophs interact to shape patterns of marine nitrogen fixation, which will have important implications for ocean productivity in the future.","2022-12","2025-03-12 19:31:39","2025-03-12 19:31:39","","7078-7093","","23","28","","","","","","","","","","","","","","WOS:000853299700001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ILZS4MRR","journalArticle","2011","Bomo, AM; Tryland, I; Haande, S; Hagman, CHC; Utkilen, H","The impact of cyanobacteria on growth and death of opportunistic pathogenic bacteria","WATER SCIENCE AND TECHNOLOGY","","0273-1223","10.2166/wst.2011.647","","Climate change may cause increased microbial growth in water sources and more knowledge is required on how this may affect the hygienic water quality, i.e., whether increased occurrence of cyanobacteria and algae may stimulate the growth rate of opportunistic pathogenic bacteria. Laboratory experiments were performed to investigate if the presence of the cyanobacteria Anabanea lemmermannii and Microcystis aeruginosa affected the survival and growth rate of the opportunistic pathogenic bacteria Aeromonas hydrophila and Pseudomonas aeruginosa, and the faecal indicators Escherichia coli and coliforms. Cyanobacteria were cultured in bottles containing the nutrient-poor medium O2. Sewage, A. hydrophila or P. aeruginosa was added to cyanobacterial cultures and the bacterial growth and survival was followed. E. coli and coliforms from sewage died within few days and the decay rate was not affected by the presence of cyanobacteria. The presence of Anabaena stimulated the growth rate of P. aeruginosa, but had no effect on the growth rate of A. hydrophila. Microcystis had no effect on the growth rate of P. aeruginosa and an inhibiting effect on the growth rate of A. hydrophila.","2011","2025-03-12 19:31:39","2025-03-12 19:31:39","","384-390","","2","64","","","","","","","","","","","","","","WOS:000293272500011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EG9JJ264","journalArticle","2018","Solic, M; Santic, D; Sestanovic, S; Bojanic, N; Ordulj, M; Jozic, S; Vrdoljak, A","The effect of temperature increase on microbial carbon fluxes in the Adriatic Sea: an experimental approach","FEMS MICROBIOLOGY ECOLOGY","","0168-6496","10.1093/femsec/fiy169","","An assessment of the temperature increase effect on processes within the microbial food web provides a better insight into the carbon transfer and energy flow processes in marine environments in the global warming perspective. Modified laboratory dilution experiments that allow simultaneous estimates of protozoan grazing and viral lysis on picoplankton groups (bacteria, Prochlorococcus, Synechococcus and pico-eukaryotic algae) under in situ and 3 degrees C above in situ temperatures were performed at seasonal scale. Picoplankton mortality due to grazing was generally higher than that caused by viral lysis, especially in the cold months. The largest part of HNF carbon demand was satisfied by grazing on bacteria throughout the year. Although ciliates satisfied their carbon demand predominantly through grazing on HNF and bacteria, the role of autotrophic picoplankton (APP) as their prey increased significantly in the cold months. Bacteria constituted the most important host for viruses throughout the year. However, during the warm months, APP groups were also significant hosts for viral infection. Under the warming condition the amount of picoplankton biomass transferred to protozoan grazers exceeded the lysed biomass, suggesting that global warming could further increase picoplankton carbon flow toward higher trophic levels in the Adriatic Sea.","2018-10","2025-03-12 19:31:39","2025-03-12 19:31:39","","","","10","94","","","","","","","","","","","","","","WOS:000448167900020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KD6DEPQH","journalArticle","2023","Barton, S; Padfield, D; Masterson, A; Buckling, A; Smirnoff, N; Yvon-Durocher, G","Comparative experimental evolution reveals species-specific idiosyncrasies in marine phytoplankton adaptation to warming","GLOBAL CHANGE BIOLOGY","","1354-1013","10.1111/gcb.16827","","A number of experimental studies have demonstrated that phytoplankton can display rapid thermal adaptation in response to warmed environments. While these studies provide insight into the evolutionary responses of single species, they tend to employ different experimental techniques. Consequently, our ability to compare the potential for thermal adaptation across different, ecologically relevant, species remains limited. Here, we address this limitation by conducting simultaneous long-term warming experiments with the same experimental design on clonal isolates of three phylogenetically diverse species of marine phytoplankton; the cyanobacterium Synechococcus sp., the prasinophyte Ostreococcus tauri and the diatom Phaeodoactylum tricornutum. Over the same experimental time period, we observed differing levels of thermal adaptation in response to stressful supra-optimal temperatures. Synechococcus sp. displayed the greatest improvement in fitness (i.e., growth rate) and thermal tolerance (i.e., temperature limits of growth). Ostreococcus tauri was able to improve fitness and thermal tolerance, but to a lesser extent. Finally, Phaeodoactylum tricornutum showed no signs of adaptation. These findings could help us understand how the structure of phytoplankton communities may change in response to warming, and possible biogeochemical implications, as some species show relatively more rapid adaptive shifts in their thermal tolerance.","2023-07-03","2025-03-12 19:31:39","2025-03-12 19:31:39","","","","","","","","","","","","","","","","","","","WOS:001019607900001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QE372CUS","journalArticle","2021","Samiotis, G; Stamatakis, K; Amanatidou, E","Assessment of Synechococcus elongatus PCC 7942 as an option for sustainable wastewater treatment","WATER SCIENCE AND TECHNOLOGY","","0273-1223","10.2166/wst.2021.319","","Industrial wastewaters are recognized as a valuable resource, however their disposal without proper treatment can result in environmental deterioration. The associated environmental/operational cost of wastewater treatment necessitates upgrade of applied processes towards the goals of sustainability and mitigation of climate change. The implementation of cyanobacteria-based processes can contribute to these goals via resources recovery, production of high-value products, carbon fixation and green-energy production. The present study evaluates the cyanobacterium Synechococcus elongatus PCC 7942 (S7942) as a biological component for novel and sustainable alternatives to typical biological nutrient removal processes. Valuable results regarding cultivation temperature boundaries, applied disinfection techniques and analytical methods, as well as regarding relations between parameters expressing S7942 biomass concentration are presented. The results show that at typical industrial wastewater temperatures, S7942 efficiently grew and removed nitrates from treated snack-industry's wastewater. Moreover, in cultures with treated and relatively saline dairy wastewater, its growth rate slightly decreased, but nevertheless nitrates removal rate remained efficiently high. A comparison between typical denitrification processes and the proposed nutrient removal process indicated that a S7942-based system may constitute an alternative or a supplementary to denitrification process. Thus, Synechococcus elongatus PCC 7942 proved to be a potent candidate towards sustainable industrial wastewater treatment applications.","2021-09-15","2025-03-12 19:31:39","2025-03-12 19:31:39","","1438-1451","","6","84","","","","","","","","","","","","","","WOS:000685546000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8B6YCDBM","journalArticle","2014","Chen, BZ; Liu, HB; Huang, BQ; Wang, J","Temperature effects on the growth rate of marine picoplankton","MARINE ECOLOGY PROGRESS SERIES","","0171-8630","10.3354/meps10773","","Marine picophytoplankton are responsible for a significant proportion of primary production in the ocean, and they are most abundant in warm and oligotrophic oceans. We compiled 2 datasets to evaluate 2 hypotheses related to the direct effects of temperature on picophytoplankton growth: (1) the optimal growth temperatures of picophytoplankton are higher than those of other larger phytoplankton; and (2) the activation energies of picophytoplankton growth are higher than those of larger phytoplankton. We found that based on the laboratory data, the optimal temperatures for picophytoplankton growth were not significantly different from those of other phytoplankton after controlling the effect of environmental mean temperature; however, the activation energies of picophytoplankton were marginally significantly higher than those of larger phytoplankton. From the field data, the growth rates of Synechococcus and picoeukaryotes in creased with increasing temperature and nitrate and chl a concentrations, whereas the growth rates of Prochlorococcus were not dependent on temperature and decreased with light intensity and nitrate concentrations. When keeping other factors constant, the activation energies of growth rates of Synechococcus and picoeukaryotes were 0.53 +/- 0.07 (mean +/- SE) and 0.62 +/- 0.11 eV higher, respectively, than the 0.36 eV estimated for bulk phytoplankton. Our results suggest that Synechococcus and picoeukaryotes might benefit from warming in mesotrophic waters, and the growth of Prochlorococcus might be retarded by increasing temperature and light levels but might benefit from the increasing oligotrophication in oligotrophic surface oceans.","2014","2025-03-12 19:31:39","2025-03-12 19:31:39","","37-47","","","505","","","","","","","","","","","","","","WOS:000336913000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6CVHU4Y","journalArticle","2020","Horwitz, R; Norin, T; Watson, SA; Pistevos, JCA; Beldade, R; Hacquart, S; Gattuso, JP; Rodolfo-Metalpa, R; Vidal-Dupiol, J; Killen, SS; Mills, SC","Near-future ocean warming and acidification alter foraging behaviour, locomotion, and metabolic rate in a keystone marine mollusc","SCIENTIFIC REPORTS","","2045-2322","10.1038/s41598-020-62304-4","","Environmentally-induced changes in fitness are mediated by direct effects on physiology and behaviour, which are tightly linked. We investigated how predicted ocean warming (OW) and acidification (OA) affect key ecological behaviours (locomotion speed and foraging success) and metabolic rate of a keystone marine mollusc, the sea hare Stylocheilus striatus, a specialist grazer of the toxic cyanobacterium Lyngbya majuscula. We acclimated sea hares to OW and/or OA across three developmental stages (metamorphic, juvenile, and adult) or as adults only, and compare these to sea hares maintained under current-day conditions. Generally, locomotion speed and time to locate food were reduced similar to 1.5- to 2-fold when the stressors (OW or OA) were experienced in isolation, but reduced similar to 3-fold when combined. Decision-making was also severely altered, with correct foraging choice nearly 40% lower under combined stressors. Metabolic rate appeared to acclimate to the stressors in isolation, but was significantly elevated under combined stressors. Overall, sea hares that developed under OW and/or OA exhibited a less severe impact, indicating beneficial phenotypic plasticity. Reduced foraging success coupled with increased metabolic demands may impact fitness in this species and highlight potentially large ecological consequences under unabated OW and OA, namely in regulating toxic cyanobacteria blooms on coral reefs.","2020-03-25","2025-03-12 19:31:39","2025-03-12 19:31:39","","","","1","10","","","","","","","","","","","","","","WOS:000560016100002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CF7DMW5P","journalArticle","2005","Katano, T; Kaneda, A; Takeoka, H; Nakano, S","Seasonal changes in the abundance and composition of picophytoplankton in relation to the occurrence of 'Kyucho' and bottom intrusion in Uchiumi Bay, Japan","MARINE ECOLOGY PROGRESS SERIES","","0171-8630","10.3354/meps298059","","Uchiumi Bay experiences intermittent physical events of 'Kyucho' and bottom intrusion. A Kyucho is an intrusion of warm surface water from the Kuroshio in the Pacific Ocean. Bottom intrusion, which contains a large amount of nitrates, phosphates, and silicates, slips through just above the continental shelf. We investigated seasonal changes in the abundance of Prochlorococcus, Synechococcus, and eukaryotic picophytoplankton while monitoring Kyucho and bottom intrusion from March to October 2002. Kyucho and bottom intrusion frequently occurred from June to September. Relatively high concentrations of nitrate + nitrite (> 0.8 mu mol N l(-1)) and phosphate (> 0.1 mu mol P l(-1)) were found when bottom intrusion occurred. The cell densities of Prochlorococcus were relatively high (> 1 X 10(4) cells ml(-1)) when Kyucho occurred. Those of Synechococcus were high (2 to 30 x 10(4) Cells ml-1) during the period of thermal stratification except in July, when bottom intrusion occurred. The cell densities of eukaryotic picophytoplankton were high (2 to 8 x 10(4) cells ml(-1)) in May and July. To examine the effects on picophytoplankton growth of the nutrients supplied by bottom intrusion, we conducted nutrient-enrichment experiments. The growth rates of Prochlorococcus and Synechococcus were not stimulated by the addition of any kinds of nutrients. The growth rates of Prochlorococcus were negative in most cases. In July, the growth rate of eukaryotic picophytoplankton was stimulated by nitrate and phosphate additions. Thus, Prochlorococcus detected in Uchiumi Bay might have been transported by Kyucho from the Pacific Ocean and could therefore not grow vigorously. Synechococcus may have been flushed out by bottom intrusion, and its growth was not limited by the nutrient concentrations. Eukaryotic picophytoplankton was abundant in spring, and its growth might have been limited by the nutrient concentrations in some cases. These results suggest that Kyucho and bottom intrusion have different effects on the abundance and growth rate of the 3 picophytoplankton groups.","2005","2025-03-12 19:31:39","2025-03-12 19:31:39","","59-67","","","298","","","","","","","","","","","","","","WOS:000231905600005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DCM6DTI","journalArticle","2019","Carrell, AA; Kolton, M; Glass, JB; Pelletier, DA; Warren, MJ; Kostka, JE; Iversen, CM; Hanson, PJ; Weston, DJ","Experimental warming alters the community composition, diversity, and N2 fixation activity of peat moss (Sphagnum fallax) microbiomes","GLOBAL CHANGE BIOLOGY","","1354-1013","10.1111/gcb.14715","","Sphagnum-dominated peatlands comprise a globally important pool of soil carbon (C) and are vulnerable to climate change. While peat mosses of the genus Sphagnum are known to harbor diverse microbial communities that mediate C and nitrogen (N) cycling in peatlands, the effects of climate change on Sphagnum microbiome composition and functioning are largely unknown. We investigated the impacts of experimental whole-ecosystem warming on the Sphagnum moss microbiome, focusing on N-2 fixing microorganisms (diazotrophs). To characterize the microbiome response to warming, we performed next-generation sequencing of small subunit (SSU) rRNA and nitrogenase (nifH) gene amplicons and quantified rates of N-2 fixation activity in Sphagnum fallax individuals sampled from experimental enclosures over 2 years in a northern Minnesota, USA bog. The taxonomic diversity of overall microbial communities and diazotroph communities, as well as N-2 fixation rates, decreased with warming (p < 0.05). Following warming, diazotrophs shifted from a mixed community of Nostocales (Cyanobacteria) and Rhizobiales (Alphaproteobacteria) to predominance of Nostocales. Microbiome community composition differed between years, with some diazotroph populations persisting while others declined in relative abundance in warmed plots in the second year. Our results demonstrate that warming substantially alters the community composition, diversity, and N-2 fixation activity of peat moss microbiomes, which may ultimately impact host fitness, ecosystem productivity, and C storage potential in peatlands.","2019-09","2025-03-12 19:31:39","2025-03-12 19:31:39","","2993-3004","","9","25","","","","","","","","","","","","","","WOS:000474117900001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6GL7URTJ","journalArticle","2014","Gkelis, S; Papadimitriou, T; Zaoutsos, N; Leonardos, I","Anthropogenic and climate-induced change favors toxic cyanobacteria blooms: Evidence from monitoring a highly eutrophic, urban Mediterranean lake","HARMFUL ALGAE","","1568-9883","10.1016/j.hal.2014.09.002","","Cyanobacteria Harmful Algal Blooms (or CyanoHABs) represent one of the most conspicuous waterborne microbial hazards in aquatic environments mostly due to the production of harmful secondary metabolites, known as cyanotoxins. In this paper we assessed cyanobacteria blooms in a shallow, Mediterranean, highly eutrophic lake (Lake Pamvotis, NW Greece) in relation to critical environmental parameters using a multi-approach methodology. Microscopic (identification of cyanobacteria), immunological (ELISA), and molecular techniques (PCR) combined with physico-chemical parameters were used to monitor cyanobacteria blooms and the associated cyanotoxin production for 14 months on a monthly basis. Cyanobacteria were the main phytoplankton component, representing more than 75% of the total phytoplankton abundance throughout the study period; dominant species belonged to Microcystis, Anabaena and Aphanizomenon. Microcystins (MCs) were detected throughout the year in all sampling stations in concentrations ranging from 0.16 to 27 mu g L-1, indicating that toxic Anabaena and Microcystis strains are persistent and dominant. Saxitoxins (STXs) found in two samples (concentrations 1.3 and 2.1 mu g L-1) in the warm period, are reported here for the first time. The total MC concentration was positively correlated with temperature, nitrate nitrogen, ammonia nitrogen, and soluble reactive phosphorus, suggesting that high-temperatures and eutrophic conditions promote the growth of MC-producing genotypes. We also investigated a Micro cystis strain specific growth rate, which reached its maximum at 30 degrees C. Our data, combined with long-term data comparison of key limnological features, spanning a 25-year period, suggest that water temperature and nutrient loads may act synergistically to promote cyanobacterial dominance and persistence in Lake Pamvotis. (C) 2014 Elsevier B.V. All rights reserved.","2014-10","2025-03-12 19:31:39","2025-03-12 19:31:39","","322-333","","","39","","","","","","","","","","","","","","WOS:000345469100036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96BY6GM6","journalArticle","2011","Bednarska, A; Los, J; Dawidowicz, P","Temperature-dependent effect of filamentous cyanobacteria on Daphnia magna life history traits","JOURNAL OF LIMNOLOGY","","1129-5767","10.4081/jlimnol.2011.353","","Filamentous cyanobacteria are unsuitable food for Daphnia due to their poor manageability, poor nutritional value and, in some cases, toxicity. As the strength of harmful effects of cyanobacteria on filter-feeding zooplankton is temperature dependent, the global warming scenarios for eutrophic lakes in temperate zone might include an escalated suppression of Daphnia populations caused by the presence of cyanobacterial filaments. To test this assumption, we conducted life-table experiments with four clones of Daphnia magna fed either a green alga Scenedesmus obliquus or a non-toxic strain of filamentous cyanobacteria Cylindrospermopsis raciborskii in two temperatures (20 degrees C and 24 degrees C). Key life history parameters of Daphnia. i.e., age and size at first reproduction, fecundity, and individual growth rate, were measured. Both food and temperature significantly affected Daphnia performance, however, the effect of interaction of these two factors was ambiguous and highly genotype-dependent. We conclude that the temperature increase within the studied range will not necessarily, strengthen the suppression of Daphnia growth by filamentous cyanobacteria, but may affect clonal selection within population of Daphnia. thus possibly triggering microevolutionary changes within affected populations.","2011","2025-03-12 19:31:39","2025-03-12 19:31:39","","353-358","","2","70","","","","","","","","","","","","","","WOS:000294320400024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSY4BI8N","journalArticle","2018","Savadova, K; Mazur-Marzec, H; Karosiene, J; Kasperoviciene, J; Vitonyte, I; Torunska-Sitarz, A; Koreiviene, J","Effect of Increased Temperature on Native and Alien Nuisance Cyanobacteria from Temperate Lakes: An Experimental Approach","TOXINS","","2072-6651","10.3390/toxins10110445","","In response to global warming, an increase in cyanobacterial blooms is expected. In this work, the response of two native species of Planktothrix agardhii and Aphanizomenon gracile, as well as the response of two species alien to EuropeChrysosporum bergii and Sphaerospermopsis aphanizomenoidesto gradual temperature increase was tested. The northernmost point of alien species distribution in the European continent was recorded. The tested strains of native species were favoured at 20-28 degrees C. Alien species acted differently along temperature gradient and their growth rate was higher than native species. Temperature range of optimal growth rate for S. aphanizomenoides was similar to native species, while C. bergii was favoured at 26-30 degrees C but sensitive at 18-20 degrees C. Under all tested temperatures, non-toxic strains of the native cyanobacteria species prevailed over the toxic ones. In P. agardhii, the decrease in concentration of microcystins and other oligopeptides with the increasing temperature was related to higher growth rate. However, changes in saxitoxin concentration in A. gracile under different temperatures were not detected. Accommodating climate change perspectives, the current work showed a high necessity of further studies of temperature effect on distribution and toxicity of both native and alien cyanobacterial species.","2018-11","2025-03-12 19:31:39","2025-03-12 19:31:39","","","","11","10","","","","","","","","","","","","","","WOS:000451315900024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q6E2M3AH","journalArticle","2022","Ho, PC; Gong, GC; Mukhanov, V; Zhu, ZY; Tsai, AY","Annual Cycle of the Synechococcus spp. and Picoeukaryotic Growth and Loss Rates in a Subtropical Coastal Ecosystem","DIVERSITY-BASEL","","1424-2818","10.3390/d14010049","","Seasonal variations in the picophytoplankton community structure (Synechococcus spp. and picoeukaryotes) were studied by flow cytometry in the coastal ecosystem of the subtropical western Pacific from October 2019 to September 2020. Synechococcus spp. was dominant in abundance during the study period, with its density ranging from 0.05 to 5.6 x 10(4) cells mL(-1); its maximum occurred in July 2020. Picoeukaryotes were less abundant, with their density ranging from 0.2 to 13.6 x 10(3) cells mL(-1). Their highest abundance was recorded in January 2020. The growth rates of Synechococcus spp. and picoeukaryotes ranged from -0.39 to 1.42 d(-1) and 0.38 to 2.46 d(-1), respectively, throughout the study period. Overall, the growth rate of the picoeukaryotes was significantly higher than that of Synechococcus spp. It is interesting to note that the grazing mortality of Synechococcus spp. and picoeukaryotes during the warmer period (April to September) was relatively low. Based on this study, we suggest that mixotrophic nanoflagellates lowered their feeding activity that obtained nutrients from prey and instead used additional nutrients during the incubation experiments. Our study demonstrated that a shift in the picophytoplankton community composition and grazing activity of predacious nanoflagellates in cold and warm periods can impact on the seasonal dynamics of the microbial food web.","2022-01","2025-03-12 19:31:39","2025-03-12 19:31:39","","","","1","14","","","","","","","","","","","","","","WOS:000758185400001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCABRKY5","journalArticle","2020","Breton, S; Jouhet, J; Guyet, U; Gros, V; Pittera, J; Demory, D; Partensky, F; Doré, H; Ratin, M; Maréchal, E; Nguyen, NA; Garczarek, L; Six, C","Unveiling membrane thermoregulation strategies in marine picocyanobacteria","NEW PHYTOLOGIST","","0028-646X","10.1111/nph.16239","","The wide latitudinal distribution of marine Synechococcus cyanobacteria partly relies on the differentiation of lineages adapted to distinct thermal environments. Membranes are highly thermosensitive cell components, and the ability to modulate their fluidity can be critical for the fitness of an ecotype in a particular thermal niche. We compared the thermophysiology of Synechococcus strains representative of major temperature ecotypes in the field. We measured growth, photosynthetic capacities and membrane lipidome variations. We carried out a metagenomic analysis of stations of the Tara Oceans expedition to describe the latitudinal distribution of the lipid desaturase genes in the oceans. All strains maintained efficient photosynthetic capacities over their different temperature growth ranges. Subpolar and cold temperate strains showed enhanced capacities for lipid monodesaturation at low temperature thanks to an additional, poorly regiospecific Delta 9-desaturase. By contrast, tropical and warm temperate strains displayed moderate monodesaturation capacities but high proportions of double unsaturations in response to cold, thanks to regiospecific Delta 12-desaturases. The desaturase genes displayed specific distributions directly related to latitudinal variations in ocean surface temperature. This study highlights the critical importance of membrane fluidity modulation by desaturases in the adaptive strategies of Synechococcus cyanobacteria during the colonization of novel thermal niches.","2020-03","2025-03-12 19:31:39","2025-03-12 19:31:39","","2396-2410","","6","225","","","","","","","","","","","","","","WOS:000495451700001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8PRXTCY6","journalArticle","2016","Lesser, MP; Fiore, C; Slattery, M; Zaneveld, J","Climate change stressors destabilize the microbiome of the Caribbean barrel sponge, Xestospongia muta","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","","0022-0981","10.1016/j.jembe.2015.11.004","","The effect of climate change, both thermal stress and ocean acidification, on coral reefs is of increasing concern with the effects on calcification at the organismal level, and changes in the ratio of accretion to erosion on larger spatial scales of particular interest. But far fewer studies have been done on non-calcifying organisms, such as sponges, that have important ecological roles on coral reefs. Here we report the results of a combined thermal stress and ocean acidification experiment on the ecologically dominant barrel sponge, Xestospongia muta, found on coral reefs throughout the Caribbean basin. The results show that ocean acidification alone, as well as its interaction with elevated seawater temperature, has significant effects on the sponge microbiome. Specifically, the significant interactive effects of thermal stress and ocean acidification led to a decline in the productivity potential of the symbiotic cyanobacteria in these sponges with a subsequent impact on nutrient transfer, as carbohydrate, between symbiont and host Additionally, while neither environmental stressor predictably changed sponge microbiome community composition, ocean acidification alone reduced the stability of sponge microbiomes and their predicted functions. Future changes in ocean acidification and thermal stress predicted by current climate models could negatively impact the microbiomes of coral reef organisms and therefore also affect their organismal performance and fitness in the future. (C) 2015 Elsevier B.V. All rights reserved.","2016-02","2025-03-12 19:31:39","2025-03-12 19:31:39","","11-18","","","475","","","","","","","","","","","","","","WOS:000369212600002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DKCELYI6","journalArticle","2017","Dziuba, MK; Cerbin, S; Wejnerowski, L","Is bigger better? A possibility for adaptation of Daphnia to filamentous cyanobacteria in the face of global warming","HYDROBIOLOGIA","","0018-8158","10.1007/s10750-015-2438-3","","Body size is a key determinant of fitness in Daphnia. Bigger size means higher feeding efficiency and reproduction. However, filamentous cyanobacteria have a more detrimental effect on larger daphnids. Predicted global warming is expected to reduce size of Daphnia and facilitate frequent occurrence of cyanobacteria. Therefore, we asked two questions: (i) does elevated temperature cause reduced size of daphnids, and (ii) is temperature-dependent size reduction adaptive in an environment dominated by filamentous cyanobacteria? To address these issues, we obtained 8 clones of the Daphnia longispina complex from artificially heated lakes and 8 clones from control lakes, and exposed them to a favorable food Scenedesmus obliquus and a mixture of S. obliquus and the filamentous cyanobacterium Cylindrospermopsis raciborskii in life table experiments at 16, 20, and 24A degrees C. Individuals from heated lakes attained larger body size than those from control lakes. Moreover, exposure to the filamentous cyanobacterium led to reduced fecundity of Daphnia from the non-heated lakes and did not affect reproduction of Daphnia from the heated lakes. We conclude that Daphnia display some evolutionary adaptations to cope with filamentous cyanobacteria, linked to long-term exposition to elevated temperature. Our results violate broadly accepted assumptions that ectotherms are smaller in warmer environments.","2017-09","2025-03-12 19:31:39","2025-03-12 19:31:39","","105-118","","1","798","","","","","","","","","","","","","","WOS:000404686800011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
