"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5L44XL76","journalArticle","2020","Zhang, YQ; Lin, X; Li, TC; Li, HD; Lin, LX; Luo, H; Li, L; Ji, NJ; Lin, SJ","High throughput sequencing of 18S rRNA and its gene to characterize a Prorocentrum shikokuense (Dinophyceae) bloom","HARMFUL ALGAE","","1568-9883","10.1016/j.hal.2020.101809","","Comparing phytoplankton non-bloom and bloom communities using rRNA and its coding gene can help understand the shift of dominant species and its driving processes (e.g., intrinsic growth or grazing). Here we conducted high-throughput sequencing of 18S rRNA and its coding gene for studying non-bloom and bloom plankton communities in East China Sea. The non-bloom community was dominated by diatoms whereas during the bloom it was dominated by the dinoflagellate Prorocentrum shikokuense (formerly P. donghaiense). P. shikokuense rRNA abundance and rRNA:rRNA gene ratio both increased markedly in the bloom, indicating that the bloom arose from active growth. In contrast, some non-bloom species showed low DNA abundances during the bloom albeit high rRNA:rRNA gene ratios, suggesting that cell loss processes such as grazing might have prevented these species from blooming or that these species might be at an early stage of bloom development. Furthermore, Pearson's correlation analysis showed that dinoflagellate abundance was positively correlated with temperature and negatively related to dissolved inorganic phosphate (DIP) concentrations, suggesting warm and DIP-poor environment as a niche space for P. shikokuense. Our results demonstrate the usefulness of combined analysis of rRNA and its gene in characterizing phytoplankton bloom development to shed light on the complex phytoplankton dynamics and regulating mechanisms in the course of bloom development.","2020-04","2025-03-05 14:40:27","2025-03-05 14:40:27","","","","","94","","","","","","","","","","English","","","","WOS:000532817900007","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;11<br/>Total Times Cited:&nbsp;&nbsp;11<br/>Cited Reference Count:&nbsp;&nbsp;65</p>","","","16S RDNA; COASTAL WATERS; Community diversity; COMMUNITY STRUCTURE; DIATOMS; Dinoflagellate bloom; EAST CHINA SEA; East China Sea, Prorocentrum shikokuense; GROWTH-RATE; HARMFUL ALGAL BLOOMS; PHYTOPLANKTON; RIVER ESTUARY; rRNA gene; rRNA:rRNA gene ratio; YELLOW SEA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8MGRYTJE","journalArticle","2025","Sixto, M; Díaz, PA; Riobó, P; Rodríguez, F; Ramiló, I; Lluch, N; Figueroa, RI","Physiological responses and sexual compatibility within a massive toxic bloom of Alexandrium minutum","MARINE POLLUTION BULLETIN","","0025-326X","10.1016/j.marpolbul.2025.117671","","In summer 2018, a massive bloom of Alexandrium minutum, a causative agent of paralytic shellfish poisoning, occurred in the Ria de Vigo (NW Spain) reaching a maximum density of 745,470 cells L- 1. This study assessed the bloom's physiological state, by analyzing its cell abundance, cell size, toxin content and DNA content, as well as how those cell parameters evolved in time. While toxicity decreased over time, cell size remained constant. DNA content analysis revealed a scarcity of sexual stages and a decline in mitotic growth rate between the two dates. Nine months later, 39 sediment samples were analyzed for resting cyst deposition, showing highly variable distribution. The highest cyst concentrations were at the bloom initiation site and the farthest sampling point. Generally low cyst deposition values aligned with the low number of sexual stages detected in the bloom samples analyzed. To estimate the intrinsic potential for sexuality of the bloom, i.e., that shown under conditions specifically designed to induce cyst formation 43 strains from different bloom locations were isolated and mixed in all possible combinations of pairs (945 crosses). Sexual reproduction occurred in 86.46 % of the crosses, but with low compatibility indices (CI = 0.10-0.88, AV = 1.50-2.55, RC = 0.14-2.12). The low intrinsic potential for sexuality of the bloom, was coincident with all previous sexual aspects analyzed in the bloom subsamples, an aspect which may relate to a bloom with low genetic variability. This study provides insights into the dynamics of sexual reproduction and physiological changes in harmful dinoflagellate blooms, contributing to understanding bloom persistence and future risks.","2025-04","2025-03-05 14:40:27","2025-03-05 14:40:27","","","","","213","","","","","","","","","","English","","","","WOS:001430772500001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;56</p>","","","Alexandrium minutum; CLIMATE-CHANGE; DINOPHYCEAE; DYNAMICS; ECOSYSTEMS; Encystment; Flow cytometry; GENETIC DIVERSITY; GENUS ALEXANDRIUM; GONYAULACALES; GROWTH; Harmful algal bloom; HARMFUL ALGAL BLOOMS; Paralytic shellfish poisoning; Resting cysts; RESTING CYSTS; Sexual compatibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UR6ZQDHA","journalArticle","2016","Olenina, I; Vaiciukynas, E; Sulcius, S; Paskauskas, R; Verikas, A; Gelzinis, A; Bacauskiene, M; Bertasiute, V; Olenin, S","The dinoflagellate Prorocentrum cordatum at the edge of the salinity tolerance: The growth is slower but cells are larger","ESTUARINE COASTAL AND SHELF SCIENCE","","0272-7714","10.1016/j.ecss.2015.11.013","","In this study we examine how the projected climate change driven decrease in the Baltic Sea salinity can impact the growth, cell size and shape of the recently invaded dinoflagellate Prorocentrum cordatum. In laboratory treatments we mimicked salinity conditions at the edge of the mesohaline south-eastern Baltic and oligohaline-to-limnic Curonian Lagoon. We used an innovative computer-based method allowing detection of P. cordatum cells and quantitative characterization of cell contours in phytoplankton images. This method also made available robust indicators of the morphometric changes, which are not accessible for an expert studying cells under light microscope. We found that the salinity tolerance limit of P. cordatum ranges between 1.8 and 3.6, and that the mean cell size of its population is inversely proportional to both salinity and nutrient content. Under ambient south-eastern Baltic salinity (7.2) the nutrients were stimulating the growth of P. cordatum; while at the edge of its salinity tolerance the nutrient availability did not have such effect. We suggest that in the future Baltic the decline in salinity and increase in nutrient loads may result in larger cells of P. cordatum and extended duration of their presence in plankton, causing longer periods of algal blooms. (C) 2015 Elsevier Ltd. All rights reserved.","2016-01-05","2025-03-05 14:40:27","2025-03-05 14:40:27","","71-79","","","168","","","","","","","","","","English","","","","WOS:000368208700009","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;12<br/>Total Times Cited:&nbsp;&nbsp;16<br/>Cited Reference Count:&nbsp;&nbsp;64</p>","","","Baltic Sea; BALTIC SEA; BLOOMS; Cell size; Growth rate; LIFE-HISTORY; Machine learning; MARINE-PHYTOPLANKTON; MINIMUM DINOPHYCEAE; MORPHOLOGY; Multivariate morphometrics; NITROGEN; Phytoplankton; RED TIDE DINOFLAGELLATE; TEMPERATURE; WATER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W33AD42V","journalArticle","2023","Fu, JR; Zhou, J; Zhou, JL; Zhang, YP; Liu, L","Competitive effects of the macroalga Caulerpa taxifolia on key physiological processes in the scleractinian coral Turbinaria peltata under thermal stress","PEERJ","","2167-8359","10.7717/peerj.16646","","An increased abundance of macroalgae has been observed in coral reefs damaged by climate change and local environmental stressors. Macroalgae have a sublethal effect on corals that includes the inhibition of their growth, development, and reproduction. Thus, this study explored the effects of the macroalga, Caulerpa taxifolia, on the massive coral, Turbinaria peltata, under thermal stress. We compared the responses of the corals' water-meditated interaction with algae (the co-occurrence group) and those in direct contact with algae at two temperatures. The results show that after co-culturing with C. taxifolia for 28 days, the density content of the dinoflagellate endosymbionts was significantly influenced by the presence of C. taxifolia at ambient temperature (27 degrees C), from 1.3 x 106 cells cm-2 in control group to 0.95 x 106 cells cm-2 in the co-occurrence group and to 0.89 x 106 cells cm-2 in the direct contact group. The chlorophyll a concentration only differed significantly between the control and the direct contact group at 27 degrees C. The protein content of T. peltata decreased by 37.2% in the co-occurrence group and 49.0% in the direct contact group compared to the control group. Meanwhile, the growth rate of T. peltata decreased by 57.7% in the co-occurrence group and 65.5% in the direct contact group compared to the control group. The activity of the antioxidant enzymes significantly increased, and there was a stronger effect of direct coral contact with C. taxifolia than the co-occurrence group. At 30 degrees C, the endosymbiont density, chlorophyll a content, and growth rate of T. peltata significantly decreased compared to the control temperature; the same pattern was seen in the increase in antioxidant enzyme activity. Additionally, when the coral was co-cultured with macroalgae at 30 degrees C, there was no significant decrease in the density or chlorophyll a content of the endosymbiont compared to the control. However, the interaction of macroalgae and elevated temperature was evident in the feeding rate, protein content, superoxide dismutase (SOD), and catalase (CAT) activity compared to the control group. The direct contact of the coral with macroalga had a greater impact than water-meditated interactions. Hence, the competition between coral and macroalga may be more intense under thermal stress.","2023-12-14","2025-03-05 14:40:27","2025-03-05 14:40:27","","","","","11","","","","","","","","","","English","","","","WOS:001125699400006","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;57</p>","","","ALGAE; Caulerpa taxifolia; Coral-macroalgal interaction; GROWTH; Key physiological processes; OCEAN; OXIDATIVE STRESS; REEF; SEAWEEDS; SURVIVAL; TERPENES; Thermal stress; Turbinaria peltata","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F529U2SS","journalArticle","2019","Mellado, C; Chaparro, OR; Duarte, C; Villanueva, PA; Ortiz, A; Valdivia, N; Torres, R; Navarro, JM","Ocean acidification exacerbates the effects of paralytic shellfish toxins on the fitness of the edible mussel Mytilus chilensis","SCIENCE OF THE TOTAL ENVIRONMENT","","0048-9697","10.1016/j.scitotenv.2018.10.399","","High latitudes are considered particularly vulnerable to ocean acidification, since they are naturally low in carbonate ions. The edible mussel Mytilus chilensis is a common calcifier inhabiting marine ecosystems of the southern Chile, where culturing of this species is concentrated and where algal blooms produced by the toxic dinoflagellate A. catenella are becoming more frequent. Juvenile Mytilus chilensis were exposed to experimental conditions simulating two environmental phenomena: pCO(2) increase and the presence of paralytic shellfish toxins (PST) produced by the dinoflagellate Alexandrium catenella. Individuals were exposed to two levels of pCO(2): 380 mu atm (control condition) and 1000 mu atm (future conditions) over a period of 39 days (acclimation), followed by another period of 40 days exposure to a combination of pCO(2) and PST. Both factors significantly affected most of the physiological variables measured (feeding, metabolismand scope for growth). However, these effects greatly varied over time, which can be explained by the high individual variability described formussels exposed to different environmental conditions. Absorption efficiency was not affected by the independent effect of the toxic diet; however, the diet and pCO(2) interaction affected it significantly. The inhibition of the physiological processes related with energy acquisition by diets containing PST, may negatively impact mussel fitness, which could have important consequences for both wild and cultured mussel populations, and thus, for socioeconomic development in southern Chile. (c) 2018 Elsevier B.V. All rights reserved.","2019-02-25","2025-03-05 14:40:27","2025-03-05 14:40:27","","455-464","","","653","","","","","","","","","","English","","","","WOS:000458626800046","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;13<br/>Total Times Cited:&nbsp;&nbsp;13<br/>Cited Reference Count:&nbsp;&nbsp;79</p>","","","CARBONIC-ACID; Climate change; CO2; DETOXIFICATION; DINOFLAGELLATE ALEXANDRIUM-TAMARENSE; Mussels; PH; Physiological energetics; PHYSIOLOGICAL ENERGETICS; PROTOGONYAULAX-TAMARENSIS; PST; RESPONSES; SEAWATER ACIDIFICATION; TEMPERATURE; Toxic dinoflagellates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TMRSPSX","journalArticle","2015","Islabao, CA; Odebrecht, C","Influence of salinity on the growth of Akashiwo sanguinea and Prorocentrum micans (Dinophyta) under acclimated conditions and abrupt changes","MARINE BIOLOGY RESEARCH","","1745-1000","10.1080/17451000.2015.1031798","","The aim of this study was to evaluate the influence of salinity (S) fluctuations on the growth and carrying capacity of the dinoflagellates Akashiwo sanguinea and Prorocentrum micans, isolated from coastal water in southern Brazil, and the relationship between salinity and their distribution in the environment. The effect of salinity on these species was tested under acclimated conditions and abrupt salinity changes. Cultures were acclimated for one month (S 10, 15, 20, 25, 30 and 35), and the optimum growth was established. The acclimated cultures that presented optimal growth were transferred, without acclimation, to higher and lower salinities. A. sanguinea showed maximum growth at salinity 25 with a broad tolerance (S 10-35), and carrying capacity was highest and lowest at salinities of 30 and 10, respectively. P. micans grew better and had a higher carrying capacity at a higher salinity (25-35). The response of cells to salinity variation was also species-specific: no change (P. micans) or an increased growth rate (A. sanguinea). In the surf zone of Cassino Beach, both species had higher frequency and cell density in summer and autumn. The relationship between salinity and cell density coincided with the results obtained in the laboratory. The ability to grow under salinity changes is an important mechanism that leads to dinoflagellate blooms. With the increasing rainfall in southern Brazil as a result of climate change, A. sanguinea will likely be more successful than P. micans and form blooms in this region, due to its broad range of salinity tolerance.","2015","2025-03-05 14:40:27","2025-03-05 14:40:27","","965-973","","9","11","","","","","","","","","","English","","","","WOS:000362342500007","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;4<br/>Total Times Cited:&nbsp;&nbsp;4<br/>Cited Reference Count:&nbsp;&nbsp;83</p>","","","acclimation; ALEXANDRIUM-TAMARENSE; AMINO-ACIDS; BAY; BLOOMS; DIEL VERTICAL MIGRATION; dinoflagellate growth; DIVERSITY; IRRADIANCE; MARINE-PHYTOPLANKTON; PHYTOPLANKTON COMPOSITION; Salinity; TEMPERATURE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4V4G937A","journalArticle","2016","Visser, PM; Verspagen, JMH; Sandrini, G; Stal, LJ; Matthijs, HCP; Davis, TW; Paerl, HW; Huisman, J","How rising CO2 and global warming may stimulate harmful cyanobacterial blooms","HARMFUL ALGAE","","1568-9883","10.1016/j.hal.2015.12.006","","Climate change is likely to stimulate the development of harmful cyanobacterial blooms in eutrophic waters, with negative consequences for water quality of many lakes, reservoirs and brackish ecosystems across the globe. In addition to effects of temperature and eutrophication, recent research has shed new light on the possible implications of rising atmospheric CO2 concentrations. Depletion of dissolved CO2 by dense cyanobacterial blooms creates a concentration gradient across the air-water interface. A steeper gradient at elevated atmospheric CO2 concentrations will lead to a greater influx of CO2, which can be intercepted by surface-dwelling blooms, thus intensifying cyanobacterial blooms in eutrophic waters. Bloom-forming cyanobacteria display an unexpected diversity in CO2 responses, because different strains combine their uptake systems for CO2 and bicarbonate in different ways. The genetic composition of cyanobacterial blooms may therefore shift. In particular, strains with high-flux carbon uptake systems may benefit from the anticipated rise in inorganic carbon availability. Increasing temperatures also stimulate cyanobacterial growth. Many bloom-forming cyanobacteria and also green algae have temperature optima above 25 degrees C, often exceeding the temperature optima of diatoms and dinoflagellates. Analysis of published data suggests that the temperature dependence of the growth rate of cyanobacteria exceeds that of green algae. Indirect effects of elevated temperature, like an earlier onset and longer duration of thermal stratification, may also shift the competitive balance in favor of buoyant cyanobacteria while eukaryotic algae are impaired by higher sedimentation losses. Furthermore, cyanobacteria differ from eukaryotic algae in that they can fix dinitrogen, and new insights show that the nitrogen-fixation activity of heterocystous cyanobacteria can be strongly stimulated at elevated temperatures. Models and lake studies indicate that the response of cyanobacterial growth to rising CO2 concentrations and elevated temperatures can be suppressed by nutrient limitation. The greatest response of cyanobacterial blooms to climate change is therefore expected to occur in eutrophic and hypertrophic lakes. (C) 2015 Elsevier B.V. All rights reserved.","2016-04","2025-03-05 14:40:27","2025-03-05 14:40:27","","145-159","","","54","","","","","","","","","","English","","","","WOS:000377319600011","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;412<br/>Total Times Cited:&nbsp;&nbsp;485<br/>Cited Reference Count:&nbsp;&nbsp;171</p>","","","APHANIZOMENON-OVALISPORUM NOSTOCALES; CARBON-DIOXIDE SUPERSATURATION; Climate change; CLIMATE-CHANGE; Cyanobacteria; ELEVATED CO2; GROWTH-RATES; Harmful algal blooms; INORGANIC CARBON; Lakes; MICROCYSTIS-AERUGINOSA KUTZ; N-2 FIXATION; NITROGEN-FIXATION; OCEAN ACIDIFICATION; Rising CO2; Temperature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNFI4MFS","journalArticle","2017","Pang, M; Xu, JT; Qu, P; Mao, XW; Wu, ZX; Xin, M; Sun, P; Wang, ZX; Zhang, XL; Chen, HJ","Effect of CO2 on growth and toxicity of Alexandrium tamarense from the East China Sea, a major producer of paralytic shellfish toxins","HARMFUL ALGAE","","1568-9883","10.1016/j.hal.2017.08.008","","In recent decades, the frequency and intensity of harmful algal blooms (HABs), as well as a profusion of toxic phytoplankton species, have significantly increased in coastal regions of China. Researchers attribute this to environmental changes such as rising atmospheric CO2 levels. Such addition of carbon into the ocean ecosystem can lead to increased growth, enhanced metabolism, and altered toxicity of toxic phytoplankton communities resulting in serious human health concerns. In this study, the effects of elevated partial pressure of CO2 (pCO(2)) on the growth and toxicity of a strain of Alexandrium tamarense (ATDH) widespread in the East and South China Seas were investigated. Results of these studies showed a higher specific growth rate (0.31 +/- 0.05 day(-1)) when exposed to 1000 mu atm CO2, (experimental), with a corresponding density of (2.02 +/- 0.19) x 10(7) cells L-1, that was significantly larger than cells under 395 mu atm CO2(control). These data also revealed that elevated pCO(2) primarily affected the photosynthetic properties of cells in the exponential growth phase. Interestingly, measurement of the total toxin content per cell was reduced by half under elevated CO2 conditions. The following individual toxins were measured in this study: Cl, C2, GTX1, GTX2, GTX3, GTX4, GTX5, STX, dcGTX2, dcGTX3, and dcSTX. Cells grown in 1000 mu atm CO2 showed an overall decrease in the cellular concentrations of Cl, C2, GTX2, GTX3, GTX5, STX, dcGTX2, dcGTX3, and dcSTX, but an increase in GTX1 and GTX4. Total cellular toxicity per cell was measured revealing an increase of nearly 60% toxicity in the presence of elevated CO2 compared to controls. This unusual result was attributed to a significant increase in the cellular concentrations of the more toxic derivatives, GTX1 and GTX4.Taken together; these findings indicate that the A. tamarense strain ATDH isolated from the East China Sea significantly increased in growth and cellular toxicity under elevated pCO(2) levels. These data may provide vital information regarding future HABs and the corresponding harmful effects as a result of increasing atmospheric CO2. (C) 2017 Elsevier B.V. All rights reserved.","2017-09","2025-03-05 14:40:27","2025-03-05 14:40:27","","240-247","","","68","","","","","","","","","","English","","","","WOS:000412958300019","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;23<br/>Total Times Cited:&nbsp;&nbsp;26<br/>Cited Reference Count:&nbsp;&nbsp;62</p>","","","Alexandrium tamarense; CHANGING PCO(2); CLIMATE-CHANGE; DINOFLAGELLATE KARENIA BREVIS; ELEMENTAL RATIOS; Harmful algal blooms; HARMFUL ALGAL BLOOMS; INCREASED PCO(2); INCREASED TEMPERATURE; INORGANIC CARBON ACQUISITION; N-2 FIXATION; Ocean acidification; OCEAN ACIDIFICATION; Paralytic shellfish toxins; pCO(2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TD6C4SA","journalArticle","2018","Baker, DM; Freeman, CJ; Wong, JCY; Fogel, ML; Knowlton, N","Climate change promotes parasitism in a coral symbiosis","ISME JOURNAL","","1751-7362","10.1038/s41396-018-0046-8","","Coastal oceans are increasingly eutrophic, warm and acidic through the addition of anthropogenic nitrogen and carbon, respectively. Among the most sensitive taxa to these changes are scleractinian corals, which engineer the most biodiverse ecosystems on Earth. Corals' sensitivity is a consequence of their evolutionary investment in symbiosis with the dinoflagellate alga, Symbiodinium. Together, the coral holobiont has dominated oligotrophic tropical marine habitats. However, warming destabilizes this association and reduces coral fitness. It has been theorized that, when reefs become warm and eutrophic, mutualistic Symbiodinium sequester more resources for their own growth, thus parasitizing their hosts of nutrition. Here, we tested the hypothesis that sub- bleaching temperature and excess nitrogen promotes symbiont parasitism by measuring respiration (costs) and the assimilation and translocation of both carbon (energy) and nitrogen (growth; both benefits) within Orbicella faveolata hosting one of two Symbiodinium phylotypes using a dual stable isotope tracer incubation at ambient (26 degrees C) and sub- bleaching (31 degrees C) temperatures under elevated nitrate. Warming to 31 degrees C reduced holobiont net primary productivity (NPP) by 60% due to increased respiration which decreased host % carbon by 15% with no apparent cost to the symbiont. Concurrently, Symbiodinium carbon and nitrogen assimilation increased by 14 and 32%, respectively while increasing their mitotic index by 15%, whereas hosts did not gain a proportional increase in translocated photosynthates. We conclude that the disparity in benefits and costs to both partners is evidence of symbiont parasitism in the coral symbiosis and has major implications for the resilience of coral reefs under threat of global change.","2018-03","2025-03-05 14:40:27","2025-03-05 14:40:27","","921-930","","3","12","","","","","","","","","","English","","","","WOS:000427226100024","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;187<br/>Total Times Cited:&nbsp;&nbsp;209<br/>Cited Reference Count:&nbsp;&nbsp;49</p>","","","ALGAL SYMBIONTS; BLEACHING EVENT; NUTRIENT ENRICHMENT; PHOTOSYNTHESIS; POPULATION-DENSITY; REEF CORALS; SEAWATER TEMPERATURE; STYLOPHORA-PISTILLATA; SYMBIODINIUM; ZOOXANTHELLAE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G26RCTHB","journalArticle","2018","Baker, KG; Radford, DT; Evenhuis, C; Kuzhiumparam, U; Ralph, PJ; Doblin, MA","Thermal niche evolution of functional traits in a tropical marine phototroph","JOURNAL OF PHYCOLOGY","","0022-3646","10.1111/jpy.12759","","Land-based plants and ocean-dwelling microbial phototrophs known as phytoplankton, are together responsible for almost all global primary production. Habitat warming associated with anthropogenic climate change has detrimentally impacted marine primary production, with the effects observed on regional and global scales. In contrast to slower-growing higher plants, there is considerable potential for phytoplankton to evolve rapidly with changing environmental conditions. The energetic constraints associated with adaptation in phytoplankton are not yet understood, but are central to forecasting how global biogeochemical cycles respond to contemporary ocean change. Here, we demonstrate a number of potential trade-offs associated with high-temperature adaptation in a tropical microbial eukaryote, Amphidinium massartii (dinoflagellate). Most notably, the population became high-temperature specialized (higher fitness within a narrower thermal envelope and higher thermal optimum), and had a greater nutrient requirement for carbon, nitrogen and phosphorus. Evidently, the energetic constraints associated with living at elevated temperature alter competiveness along other environmental gradients. While high-temperature adaptation led to an irreversible change in biochemical composition (i.e., an increase in fatty acid saturation), the mechanisms underpinning thermal evolution in phytoplankton remain unclear, and will be crucial to understanding whether the trade-offs observed here are species-specific or are representative of the evolutionary constraints in all phytoplankton.","2018-12","2025-03-05 14:40:27","2025-03-05 14:40:27","","799-810","","6","54","","","","","","","","","","English","","","","WOS:000454908500005","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;21<br/>Total Times Cited:&nbsp;&nbsp;24<br/>Cited Reference Count:&nbsp;&nbsp;68</p>","","","ACID; adaptation; ADAPTATION; ALGAE; CHLOROPHYLL-A; COCCOLITHOPHORE; global warming; LIGHT; MODEL; phytoplankton; PHYTOPLANKTON GROWTH; SYMBIODINIUM; TEMPERATURE; thermal niche; thermal performance curves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCDM28S6","journalArticle","2019","Lawson, CA; Possell, M; Seymour, JR; Raina, JB; Suggett, DJ","Coral endosymbionts (Symbiodiniaceae) emit species-specific volatilomes that shift when exposed to thermal stress","SCIENTIFIC REPORTS","","2045-2322","10.1038/s41598-019-53552-0","","Biogenic volatile organic compounds (BVOCs) influence organism fitness by promoting stress resistance and regulating trophic interactions. Studies examining BVOC emissions have predominantly focussed on terrestrial ecosystems and atmospheric chemistry - surprisingly, highly productive marine ecosystems remain largely overlooked. Here we examined the volatilome (total BVOCs) of the microalgal endosymbionts of reef invertebrates, Symbiodiniaceae. We used GC-MS to characterise five species (Symbiodinium linucheae, Breviolum psygmophilum, Durusdinium trenchii, Effrenium voratum, Fugacium kawagutii) under steady-state growth. A diverse range of 32 BVOCs were detected (from 12 in D. trenchii to 27 in S. linucheae) with halogenated hydrocarbons, alkanes and esters the most common chemical functional groups. A thermal stress experiment on thermally-sensitive Cladocopium goreaui and thermally-tolerant D. trenchii significantly affected the volatilomes of both species. More BVOCs were detected in D. trenchii following thermal stress (32 degrees C), while fewer BVOCs were recorded in stressed C. goreaui. The onset of stress caused dramatic increases of dimethyl-disulfide (98.52%) in C. goreaui and nonanoic acid (99.85%) in D. trenchii. This first volatilome analysis of Symbiodiniaceae reveals that both species-specificity and environmental factors govern the composition of BVOC emissions among the Symbiodiniaceae, which potentially have, as yet unexplored, physiological and ecological importance in shaping coral reef community functioning.","2019-11-22","2025-03-05 14:40:27","2025-03-05 14:40:27","","","","","9","","","","","","","","","","English","","","","WOS:000498056900021","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;29<br/>Total Times Cited:&nbsp;&nbsp;31<br/>Cited Reference Count:&nbsp;&nbsp;85</p>","","","DIMETHYL SULFIDE; DIMETHYLSULFONIOPROPIONATE; DINOFLAGELLATE; DMSP; HOST; ISOPRENE; MARINE-PHYTOPLANKTON; ORGANIC-COMPOUND EMISSIONS; VOC; ZOOXANTHELLAE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJMMKJTI","journalArticle","2019","Bercel, TL; Kranz, SA","Insights into carbon acquisition and photosynthesis in Karenia brevis under a range of CO2 concentrations","PROGRESS IN OCEANOGRAPHY","","0079-6611","10.1016/j.pocean.2019.01.011","","Karenia brevis is a marine dinoflagellate commonly found in the Gulf of Mexico and important both ecologically and economically due to its production of the neurotoxin brevetoxin, which can cause respiratory illness in humans and widespread death of marine animals. K. brevis strains have previously shown to be sensitive to changes in CO2, both in terms of growth as well as toxin production. Our study aimed to understand this sensitivity by measuring underlying mechanisms, such as photosynthesis, carbon acquisition, and photo physiology. K. brevis (CCFWC-126) did not show a significant response in growth, cellular composition of carbon and nitrogen, nor in photosynthetic rates between pCO(2) concentrations of 150, 400, or 780 mu atm. However, a strong response in its acquisition of inorganic carbon was found. Half saturation values for CO2 increased from 1.5 to 3.3 mu M, inorganic carbon preference switched from HCO3- to CO2 (14-56% CO2 usage), and external carbonic anhydrase activity was downregulated by 23% when comparing low and high pCO(2). We conclude that K. brevis must employ an efficient and regulated CO2 concentrating mechanism (CCM) to maintain constant carbon fixation and growth across pCO(2) levels. No statistically significant correlation between CO2 and breve toxin content was found, yet a positive trend with enhanced pCO(2) was detected. This study is the first explaining how this socioeconomically important species is able to efficiently supply inorganic carbon for photosynthesis, which can potentially prolong bloom situations. This study also highlights that elevated CO2 concentrations, as projected for a future ocean, can affect underlying physiological processes of K. brevis, some of which could lead to increases in cellular brevetoxin production and therefore increased impacts on coastal ecosystems and economies.","2019-03","2025-03-05 14:40:27","2025-03-05 14:40:27","","65-76","","","172","","","","","","","","","","English","","","","WOS:000460493500005","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;15<br/>Total Times Cited:&nbsp;&nbsp;19<br/>Cited Reference Count:&nbsp;&nbsp;88</p>","","","ACID; Acidification (RT pH); BLOOM; BREVETOXIN; Carbon concentrating mechanism; Carbon fixation (RT photosynthesis); Climate change; CO2-CONCENTRATING MECHANISMS; EMILIANIA-HUXLEYI; Florida; FLORIDA; GROWTH-RATE; Gulf of Mexico; MARINE-PHYTOPLANKTON; Neurotoxins; Red tides (RT Algal Blooms); Regional USA; REPETITION RATE FLUOROMETRY; SEAWATER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
