"Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","Screen","Reason","Comment","Screen.Name"
"2G7DKLQC","journalArticle",2019,"Zhang, Y; Fu, FX; Hutchins, DA; Gao, KS","Combined effects of CO2 level, light intensity, and nutrient availability on the coccolithophore Emiliania huxleyi","HYDROBIOLOGIA",NA,"0018-8158","10.1007/s10750-019-04031-0",NA,"Continuous accumulation of fossil CO2 in the atmosphere and increasingly dissolved CO2 in seawater leads to ocean acidification (OA), which is known to affect phytoplankton physiology directly and/or indirectly. Since increasing attention has been paid to the effects of OA under the influences of multiple drivers, in this study, we investigated effects of elevated CO2 concentration under different levels of light and nutrients on growth rate, particulate organic (POC) and inorganic (PIC) carbon quotas of the coccolithophorid Emiliania huxleyi. We found that OA treatment (pH 7.84, CO2 = 920 mu atm) reduced the maximum growth rate at all levels of the nutrients tested, and exacerbated photo-inhibition of growth rate under reduced availability of phosphate (from 10.5 to 0.4 mu mol l(-1)). Low nutrient levels, especially lower nitrate concentration (8.8 mu mol l(-1) compared with 101 mu mol l(-1)), decreased maximum growth rates. Nevertheless, the reduced levels of nutrients increased the maximum PIC production rate. Decreased availability of nutrients influenced growth, POC and PIC quotas more than changes in CO2 concentrations. Our results suggest that reduced nutrient availability due to reduced upward advective supply because of ocean warming may partially counteract the negative effects of OA on calcification of the coccolithophorid.","2019-10","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"127-141",NA,"1",842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000509102100009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"MRBKCTAK","journalArticle",2020,"Zhang, Y; Collins, S; Gao, KS","Reduced growth with increased quotas of particulate organic and inorganic carbon in the coccolithophore Emiliania huxleyi under future ocean climate change conditions","BIOGEOSCIENCES",NA,"1726-4170","10.5194/bg-17-6357-2020",NA,"Effects of ocean acidification and warming on marine primary producers can be modulated by other environmental factors, such as levels of nutrients and light. Here, we investigated the interactive effects of five oceanic environmental drivers (CO2, temperature, light, dissolved inorganic nitrogen and phosphate) on the growth rate, particulate organic carbon (POC) and particulate inorganic carbon (PIC) quotas of the cosmopolitan coccolithophore Emiliania huxleyi. The population growth rate increased with increasing temperature (16 to 20 degrees C) and light intensities (60 to 240 mu mol photons m(-2) S-1) but decreased with elevated pCO(2) concentrations (370 to 960 mu atm) and reduced availability of nitrate (24.3 to 7.8 mu mol L-1) and phosphate (1.5 to 0.5 mu mol L-1). POC quotas were predominantly enhanced by the combined effects of increased pCO(2) and decreased availability of phosphate. PIC quotas increased with decreased availability of nitrate and phosphate. Our results show that concurrent changes in nutrient concentrations and pCO(2) levels predominantly affected the growth, photosynthetic carbon fixation and calcification of E. huxleyi and imply that plastic responses to progressive ocean acidification, warming, and decreasing availability of nitrate and phosphate reduce the population growth rate while increasing cellular quotas of particulate organic and inorganic carbon of E. huxleyi, ultimately affecting coccolithophore-related ecological and biogeochemical processes.","2020-12-16","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"6357-6375",NA,"24",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000600177500001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","Hannah"
"I54TQRVM","journalArticle",2017,"Denman, KL","A Model Simulation of the Adaptive Evolution through Mutation of the Coccolithophore Emiliania huxleyi Based on a Published Laboratory Study","FRONTIERS IN MARINE SCIENCE",NA,"2296-7745","10.3389/fmars.2016.00286",NA,"We expect the structure and functioning of marine ecosystems to change over this century in response to changes in key ocean variables associated with a changing climate. Organisms with generation times from years to decades have the capacity to adapt to changing environmental conditions over a few generations by selecting from existing genotypes/phenotypes, but it is unlikely that evolution through mutation will be a major factor for organisms with generation times of years to decades. However, phytoplankton and other microbes, with generation times of days or less, experience hundreds of generations each year, allowing the possibility for favorable mutations (i.e., those that produce organisms with fitness maxima nearer to the environmental conditions at that time) to dominate existing genotypes and survive in a changing climate. Several laboratories have grown phytoplankton cultures for hundreds to thousands of generations and demonstrated that they have changed genetic makeup. In particular Schluter et al. (2014) grew replicates derived from a single cell of Emiliania huxleyi, a coccolithophorid with broad geographical and thermal range, for 3 years (similar to 1250 generations) at 15 degrees C, and then for a year at 26.3 degrees C, near their upper thermal limit. During the last year the intrinsic growth rate increased more or less linearly, which the authors attribute to genetic mutation. Here we simulate genetic mutation of a single trait (intrinsic growth rate), both for the control phase and the warm phase of their study. We consider sensitivities to frequency of mutation, changes with temperature in intrinsic growth rate, and use the experimental setup and results to place constraints on the way mutations occur. In particular, all numerical experiments with mutation result in a lag time similar to 30-140 generations before a significant increase in realized growth rate occurs. This lag after a favorable mutation results from the number of generations required for a single favorable mutant cell to reach a significant fraction of the similar to 10(5 )cells in the culture. A numerical experiment that includes a simple plastic response formulation shows that plasticity could remove this lag and yield results more in agreement with those observed in the laboratory study.","2017","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"",NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000457690200012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"8J498AM9","journalArticle",2016,"Rosas-Navarro, A; Langer, G; Ziveri, P","Temperature affects the morphology and calcification of Emiliania huxleyi strains","BIOGEOSCIENCES",NA,"1726-4170","10.5194/bg-13-2913-2016",NA,"The global warming debate has sparked an unprecedented interest in temperature effects on coccolithophores. The calcification response to temperature changes reported in the literature, however, is ambiguous. The two main sources of this ambiguity are putatively differences in experimental setup and strain specificity. In this study we therefore compare three strains isolated in the North Pacific under identical experimental conditions. Three strains of Emiliania huxleyi type A were grown under non-limiting nutrient and light conditions, at 10, 15, 20 and 25aEuro-A degrees C. All three strains displayed similar growth rate versus temperature relationships, with an optimum at 20-25aEuro-A degrees C. Elemental production (particulate inorganic carbon (PIC), particulate organic carbon (POC), total particulate nitrogen (TPN)), coccolith mass, coccolith size, and width of the tube element cycle were positively correlated with temperature over the sub-optimum to optimum temperature range. The correlation between PIC production and coccolith mass/size supports the notion that coccolith mass can be used as a proxy for PIC production in sediment samples. Increasing PIC production was significantly positively correlated with the percentage of incomplete coccoliths in one strain only. Generally, coccoliths were heavier when PIC production was higher. This shows that incompleteness of coccoliths is not due to time shortage at high PIC production. Sub-optimal growth temperatures lead to an increase in the percentage of malformed coccoliths in a strain-specific fashion. Since in total only six strains have been tested thus far, it is presently difficult to say whether sub-optimal temperature is an important factor causing malformations in the field. The most important parameter in biogeochemical terms, the PICaEuro-:aEuro-POC ratio, shows a minimum at optimum growth temperature in all investigated strains. This clarifies the ambiguous picture featuring in the literature, i.e. discrepancies between PICaEuro-:aEuro-POC-temperature relationships reported in different studies using different strains and different experimental setups. In summary, global warming might cause a decline in coccolithophore's PIC contribution to the rain ratio, as well as improved fitness in some genotypes due to fewer coccolith malformations.","2016","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"2913-2926",NA,"10",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000378354900004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","Hannah"
"VV9TKDKC","journalArticle",2018,"Hermoso, M; Minoletti, F","Mass and Fine-Scale Morphological Changes Induced by Changing Seawater pH in the Coccolith Gephyrocapsa oceanica","JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES",NA,"2169-8953","10.1029/2018JG004535",NA,"Coccolithophores have been extensively studied to understand the environmental control on calcification in a key biological group influencing the alkalinity of seawater. Previous studies have established that bulk calcification scales with cell division rates under a wide range of pH conditions. Yet the fine-scale ultrastructural changes of the coccoliths and therefore the pH-sensitive underlying mechanisms altering biomineralization of the coccoliths remain largely underconstrained. Using circularly polarized light and high-resolution microscopy, we have generated mass estimates of cultured Gephyrocapsa oceanica coccoliths grown in media with pH values ranging from 7.4 to 9.0. These mass estimates representing a bulk calcification response were related to the morphological changes within the coccoliths. From optimal (pH8.6) down to pH7.4 conditions, we have observed that impaired cell growth and lower calcite quota are accompanied by a 35% decrease in mean coccolith mass. The data further show that seawater acidification does not homogenously affect calcification of the coccoliths, as a clear decrease of the breadth of the tube (a structure surrounding the central area of the coccoliths) was detected, whereas all other ultrastructural components were far less impacted. We discuss this specific sensitivity to acidification as the possible consequence of the altered interaction of the acidic polysaccharides used for biomineralization and ambient concentration of protons released by calcification that substantially modify the growth patterns, the morphology, and ultimately the mass of the coccoliths. Anthropogenic rise in CO2 concentrations induces ocean acidification, which represents a threat for marine organisms. As calcium carbonate is sensitive to pH, those organisms secreting calcite shells, such as the coccolithophores (unicellular microalgae), are particularly exposed to ongoing climate change. Previous studies have documented that the coccoliths, the calcite biominerals produced intracellularly by the coccolithophores, will be adversely affected by decreased ambient pH values. Yet how this reduction operates at the scale of the coccolith remains elusive and we are thus lacking an understanding of the intracellular mechanisms behind undercalcification, which is essential to anticipate the response of marine calcifiers in a changing planet. We analyzed the morphometric parameters of coccoliths grown under the pH range 7.4-9.0. Our data show a clear reduction in coccolith mass in more acidic conditions, and we explain this change by altered growth of calcite at an early stage of the formation of the biomineral. This study suggests that certain organic molecules used to promote intracellular calcification are perturbed by decreased local pH and that less calcified coccoliths produced within the cell cannot be the result of a postmortem process that may occur when calcite is bathed in relative low-pH environments after their secretion outside the cells.","2018-09","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"2761-2774",NA,"9",123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000447644800008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"MKQKKVRG","journalArticle",2015,"Xing, T; Gao, KS; Beardall, J","Response of Growth and Photosynthesis of Emiliania huxleyi to Visible and UV Irradiances under Different Light Regimes","PHOTOCHEMISTRY AND PHOTOBIOLOGY",NA,"0031-8655","10.1111/php.12403",NA,"Microalgae are capable of acclimating to changes in light and ultraviolet radiation (UVR, 280-400nm). However, little is known about how the ecologically important coccolithophore Emiliania huxleyi responds to UVR when acclimated to different light regimes. Here, we grew E. huxleyi under indoor constant light or fluctuating sunlight with or without UVR, and investigated its growth, photosynthetic performance and pigmentation. Under the indoor constant light regime, the specific growth rate () was highest, while fluctuating outdoor solar radiation significantly decreased the growth rate. Addition of UVR further decreased the growth rate. The repair rate of photosystem II (PSII), as reflected in changes in PSII quantum yield, showed an inverse correlation with growth rate. Cells grown under the indoor constant light regime exhibited the lowest repair rate, while cells from the outdoor fluctuating light regimes significantly increased their repair rate. Addition of UVR increased both the repair rate and intracellular UV-absorbing compounds. This increased repair capability, at the cost of decreased growth rate, persisted after the cells were transferred back to the indoor again, suggesting an enhanced allocation of energy and resources for repair of photosynthetic machinery damage by solar UVR which persisted for a period after transfer from solar UVR.","2015-03","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"343-349",NA,"2",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000351123900012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"5ET25LSY","journalArticle",2019,"Wang, XX; Fu, FX; Qu, PP; Kling, JD; Jiang, HB; Gao, YH; Hutchins, DA","How will the key marine calcifier Emiliania huxleyi respond to a warmer and more thermally variable ocean?","BIOGEOSCIENCES",NA,"1726-4170","10.5194/bg-16-4393-2019",NA,"Global warming will be combined with predicted increases in thermal variability in the future surface ocean, but how temperature dynamics will affect phytoplankton biology and biogeochemistry is largely unknown. Here, we examine the responses of the globally important marine coccolithophore Emiliania huxleyi to thermal variations at two frequencies (1 d and 2 d) at low (18.5 degrees C) and high (25.5 degrees C) mean temperatures. Elevated temperature and thermal variation decreased growth, calcification and physiological rates, both individually and interactively. The 1 d thermal variation frequencies were less inhibitory than 2 d variations under high temperatures, indicating that high-frequency thermal fluctuations may reduce heat-induced mortality and mitigate some impacts of extreme high-temperature events. Cellular elemental composition and calcification was significantly affected by both thermal variation treatments relative to each other and to the constant temperature controls. The negative effects of thermal variation on E. huxleyi growth rate and physiology are especially pronounced at high temperatures. These responses of the key marine calcifier E. huxleyi to warmer, more variable temperature regimes have potentially large implications for ocean productivity and marine biogeochemical cycles under a future changing climate.","2019-11-20","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"4393-4409",NA,"22",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000498701300001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","Hannah"
"M94RV5DK","journalArticle",2024,"Wang, JW; Zeng, C; Feng, YY","Meta-analysis reveals responses of coccolithophores and diatoms to warming","MARINE ENVIRONMENTAL RESEARCH",NA,"0141-1136","10.1016/j.marenvres.2023.106275",NA,"A meta-analysis was conducted to explore the effects of warming on the physiological processes of coccolitho-phores and diatoms by synthesizing a large number of published literatures. A total of 154 studies consisting 301 experiments were synthesized in this study. Under a projected temperature increase of 3-5 degrees C by IPCC AR6 at the end of this century, our results suggest that the growth and photosynthetic rate of coccolithophores were significantly enhanced by the rising temperature, while the calcification of coccolithophores was only slightly promoted. Warming also had significantly positive effects on the growth but not photosynthesis of diatoms. In comparison, the effect size of warming on the growth rate of coccolithophores was larger than that of diatoms. However, there was no significant effect of warming on either the ratio of particulate inorganic carbon to par-ticulate organic carbon (PIC:POC) of coccolithophores or the ratio of biogenic silica to carbon (BSi:C) of diatoms. Furthermore, the results reveal latitudinal and size-specific patterns of the effect sizes of warming. For diatoms, the effects of warming on growth were more prominent in high latitudes, specifically for the Southern Hemi-sphere species. In addition, the effect size of warming on the small-sized diatoms was larger than that of the large-sized diatoms. For coccolithophores, the growth of the Southern Hemisphere temperate strains was significantly promoted by warming. Overall, the results based on the meta-analysis indicate that the projected warming of the end of this century will be more favor to the growth of coccolithophores than that of diatoms, thus potentially affect the competitive advantages of coccolithophores over diatoms; while the mid-to high latitude species/strains of both coccolithophores and diatoms will benefit more than their counterparts in the lower latitudes. Therefore, this study offers novel insights into predicting both the inter-and intra-group competitive advantages of diatoms and coccolithophores under the future warming climate change scenario.","2024-01","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"",NA,"",193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:001122380000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"S2V7YQ5D","journalArticle",2014,"O'Dea, SA; Gibbs, SJ; Bown, PR; Young, JR; Poulton, AJ; Newsam, C; Wilson, PA","Coccolithophore calcification response to past ocean acidification and climate change","NATURE COMMUNICATIONS",NA,"2041-1723","10.1038/ncomms6363",NA,"Anthropogenic carbon dioxide emissions are forcing rapid ocean chemistry changes and causing ocean acidification (OA), which is of particular significance for calcifying organisms, including planktonic coccolithophores. Detailed analysis of coccolithophore skeletons enables comparison of calcite production in modern and fossil cells in order to investigate biomineralization response of ancient coccolithophores to climate change. Here we show that the two dominant coccolithophore taxa across the Paleocene-Eocene Thermal Maximum (PETM) OA global warming event (B56 million years ago) exhibited morphological response to environmental change and both showed reduced calcification rates. However, only Coccolithus pelagicus exhibits a transient thinning of coccoliths, immediately before the PETM, that may have been OA-induced. Changing coccolith thickness may affect calcite production more significantly in the dominant modern species Emiliania huxleyi, but, overall, these PETM records indicate that the environmental factors that govern taxonomic composition and growth rate will most strongly influence coccolithophore calcification response to anthropogenic change.","2014-11","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"",NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000345655100003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"79JCKT2D","journalArticle",2003,"Harada, N; Shin, KH; Murata, A; Uchida, M; Nakatani, T","Characteristics of alkenones synthesized by a bloom of Emiliania huxleyi in the Bering Sea","GEOCHIMICA ET COSMOCHIMICA ACTA",NA,"0016-7037","10.1016/S0016-7037(02)01318-2",NA,"We investigated the characteristics of the alkenones produced by a bloom of Emiliania huxleyi in the eastern Bering Sea in 2000. Alkenones were detected in surface waters between 57degreesN and 63degreesN, where phosphate concentrations were low and the ammonium/nitrate ratio was high. The total alkenone content (C-37:2, C-37:3, and C-37:4) ranged from 22.0 to 349 mug g(-1) in suspended particles and from 0.109 to 1.42 mug 9 1 in surface sediments. This suggests that a large proportion of the particulate alkenones synthesized in the surface water rapidly degraded within the water column and/or at the water-sediment interface of the Bering Shelf. The change in the stable carbon isotopic composition (delta(13)C) of C-37:3 alkenone could not be explained only by variation in [CO2(aq)] in the surface water but also depended on the growth rate of E. huxleyi. The alkenone unsaturation index (U-37(K')) was converted into an alkenone ""temperature"" with three equations (Prahl et al., 1988; Sikes et al., 1997; Miiller et al., 1998); Sikes et al.'s (1997) equation gave the best correlation with the observed sea surface temperature (SST) in the eastern Bering Sea. However, some temperatures estimated by Sikes et al.'s (1997) equation from the U-37(K') varied from the observed SST, possibly because of the rapidly changing rate of alkenone synthesis in the logarithmic growth stage or the low rate of alkenone synthesis when nutrients were limiting. Temperatures estimated from U-37(K') in the surface sediments (6.8 - 8.2degreesC) matched the observed SST in September (7-8degreesC) but differed from the annual average SST of 4 to 5degreesC, suggesting that most of the alkenone in the eastern Bering Sea was synthesized during limited periods, for instance, in September. The relative amounts of C-37:3 alkenone as proportions of the total alkenones (referred to as C-37:4%) were high, ranging from 18.3 to 41.4%. Low-salinity water (<32 psu) within the study area would have contributed to the high C-37:4% because a negative linear relationship between C-37:4% and salinity was found in this study. Copyright (C) 2003 Elsevier Science Ltd.","2003-04","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"1507-1519",NA,"8",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000182191500007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"Q6FHK46V","journalArticle",2018,"Gafar, NA; Eyre, BD; Schulz, KG","A Conceptual Model for Projecting Coccolithophorid Growth, Calcification and Photosynthetic Carbon Fixation Rates in Response to Global Ocean Change","FRONTIERS IN MARINE SCIENCE",NA,"2296-7745","10.3389/fmars.2017.00433",NA,"Temperature, light and carbonate chemistry all influence the growth, calcification and photosynthetic rates of coccolithophores to a similar degree. There have been multiple attempts to project the responses of coccolithophores to changes in carbonate chemistry, but the interaction with light and temperature remains elusive. Here we devise a simple conceptual model to derive a fit equation for coccolithophorid growth, photosynthetic and calcification rates in response to simultaneous changes in carbonate chemistry, temperature and light conditions. The fit equation is able to account for up to 88% of the variability in measured metabolic rates. Equation projections indicate that temperature, light and carbonate chemistry all have different modulating effects on both optimal growth conditions and the sensitivity of responses to extreme environmental conditions. Calculations suggest that a single extreme environmental condition (CO2, temperature, light) will reduce maximum rates regardless of how optimal the other environmental conditions may be. Thus, while the response of coccolithophores to ocean change depends on multiple variables, the one which is least optimal will have the most impact on overall rates. Finally, responses to ocean change are usually reported in terms of cellular rates. However, changes in cellular rates can be a poor predictor for assessing changes in production at the community level. We therefore introduce a new metric, the calcium carbonate production potential (CCPP), which combines the independent effects of changes in growth rate and cellular calcium carbonate content to assess how environmental changes will impact coccolith production. Direct comparison of CO2 impacts on cellular CaCO3 production rates and CCPP shows that while the former is still at 45% of its pre-industrial capacity at 1,000 mu atm, the latter is reduced to 10%.","2018-01-04","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"",NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000456914800001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"4LFFU72D","journalArticle",2016,"Listmann, L; LeRoch, M; Schlüter, L; Thomas, MK; Reusch, TBH","Swift thermal reaction norm evolution in a key marine phytoplankton species","EVOLUTIONARY APPLICATIONS",NA,"1752-4571","10.1111/eva.12362",NA,"Temperature has a profound effect on the species composition and physiology of marine phytoplankton, a polyphyletic group of microbes responsible for half of global primary production. Here, we ask whether and how thermal reaction norms in a key calcifying species, the coccolithophore Emiliania huxleyi, change as a result of 2.5 years of experimental evolution to a temperature approximate to 2 degrees C below its upper thermal limit. Replicate experimental populations derived from a single genotype isolated from Norwegian coastal waters were grown at two temperatures for 2.5 years before assessing thermal responses at 6 temperatures ranging from 15 to 26 degrees C, with pCO(2) (400/1100/2200 mu atm) as a fully factorial additional factor. The two selection temperatures (15 degrees/26.3 degrees C) led to a marked divergence of thermal reaction norms. Optimal growth temperatures were 0.7 degrees C higher in experimental populations selected at 26.3 degrees C than those selected at 15.0 degrees C. An additional negative effect of high pCO(2) on maximal growth rate (8% decrease relative to lowest level) was observed. Finally, the maximum persistence temperature (T-max) differed by 1-3 degrees C between experimental treatments, as a result of an interaction between pCO(2) and the temperature selection. Taken together, we demonstrate that several attributes of thermal reaction norms in phytoplankton may change faster than the predicted progression of ocean warming.","2016-10","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"1156-1164",NA,"9",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000387763200011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","Hannah"
"PHLIHT93","journalArticle",2022,"Johnson, R; Langer, G; Rossi, S; Probert, I; Mammone, M; Ziveri, P","Nutritional response of a coccolithophore to changing pH and temperature","LIMNOLOGY AND OCEANOGRAPHY",NA,"0024-3590","10.1002/lno.12204",NA,"Coccolithophores are a calcifying unicellular phytoplankton group that are at the base of the marine food web, and their lipid content provides a source of energy to consumers. Coccolithophores are vulnerable to ocean acidification and warming, therefore it is critical to establish the effects of climate change on these significant marine primary producers, and determine potential consequences that these changes can have on their consumers. Here, we quantified the impact of changes in pH and temperature on the nutritional condition (lipid content, particulate organic carbon/nitrogen), growth rate, and morphology of the most abundant living coccolithophore species, Emiliania huxleyi. We used a regression type approach with nine pH levels (ranging from 7.66 to 8.44) and two temperatures (15 degrees C and 20 degrees C). Lipid production was greater under reduced pH, and growth rates were distinctly lower at 15 degrees C than at 20 degrees C. The production potential of lipids, which estimates the availability of lipids to consumers, increased under 20 degrees C, but decreased under low pH. The results indicate that, while consumers will benefit energetically under ocean warming, this benefit will be mitigated by ocean acidification. The carbon to nitrogen ratio was higher at 20 degrees C and low pH, indicating that the nutritional quality of coccolithophores for consumers will decline under climate change. The impact of low pH on the structural integrity of the coccosphere may also mean that coccolithophores are easier to digest for consumers. Many responses suggest cellular stress, indicating that increases in temperature and reductions in pH may have a negative impact on the ecophysiology of coccolithophores.","2022-10","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"2309-2324",NA,"10",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000846459400001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","Hannah"
